Operator,Task,Start,Finish,Successor
1,3880754,10.703259964254068,21.1265932975874,3880753
1,3880754,10.703259964254068,21.1265932975874,3890019
1,3890019,31.441867327431062,41.83520066076439,3880753
1,3880753,52.136505909588735,62.5431725762554,3883464
1,3883464,72.85572926203825,83.27906259537158,0
2,3880754,10.703259964254068,21.1265932975874,3883435
2,3883435,10.717213397558684,21.12388006422535,3883450
2,3883450,31.436436750008202,41.843103416674865,3883427
2,3890019,31.441867327431062,41.83520066076439,3880754
2,3883427,52.14458606186032,62.537919395193654,3889483
2,3889483,72.8504760809765,83.31714274764317,0
