Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3886510,Service,10.558136938897958,10.55813693889797,21.61813693889797,11.059999999999999
1,2,3886510,3887856,Service,10.859530885902856,32.47766782480082,43.46766782480082,10.990000000000002
1,3,3887856,3877613,Service,10.865112255291836,54.33278008009266,65.33278008009266,11.0
1,4,3877613,3880688,Service,10.859530885902856,76.1923109659955,87.33564429932883,11.14333333333333
1,5,3880688,0,Return to Base,10.558136938897958,,,
2,1,0,3877746,Service,10.566508992981428,10.566508992981454,21.573175659648122,11.006666666666668
2,2,3877746,3885330,Service,10.851158831819387,32.424334491467505,43.41433449146751,10.990000000000002
2,3,3885330,3884008,Service,10.859530885902856,54.27386537737034,65.38053204403701,11.10666666666667
2,4,3884008,3885329,Service,10.870693624680815,76.25122566871784,87.36455900205117,11.11333333333333
2,5,3885329,0,Return to Base,10.574881047064897,,,
