Operator,Task,Start,Finish,Successor
1,3887124,10.000000000000004,20.556666666666672,3883563
1,3883563,30.888758145310963,41.24542481197763,3885445
1,3885445,51.549609443677014,61.869609443677014,3880930
1,3880930,72.1710033906819,82.52433672401524,3881384
1,3881384,92.82573067102012,103.17239733768679,3881372
1,3881372,113.47658196938619,123.84324863605286,3888497
1,3888497,134.1613866912247,144.51472002455802,3880123
1,3880123,154.83285807972985,165.18285807972984,3880843
1,3880843,175.48704271142924,185.81704271142925,3879826
1,3879826,196.39471444318863,206.8113811098553,0
