Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3878253,Service,10.661392272594082,10.661392272594066,21.878058939260733,11.216666666666667
1,2,3878253,3873585,Service,11.09115771554551,32.96921665480624,44.222549988139576,11.253333333333337
1,3,3873585,0,Return to Base,10.725578020567346,,,
2,1,0,3873701,Service,10.616741317482244,10.616741317482308,21.84674131748231,11.23
2,2,3873701,3873571,Service,11.08836703085102,32.93510834833324,44.33222094787723,11.397112599543995
2,3,3873571,0,Return to Base,10.66976432667755,,,
3,1,0,3888290,Service,10.641857479732652,10.641857479732664,22.055636745943325,11.41377926621066
3,2,3888290,0,Return to Base,10.641857479732652,,,
4,1,0,3891073,Service,10.636276110343672,10.636276110343653,21.862942777010318,11.226666666666665
4,2,3891073,3891069,Service,11.09115771554551,32.954100492555824,44.15743382588916,11.203333333333333
4,3,3891069,0,Return to Base,10.725578020567346,,,
5,1,0,3890257,Service,10.66418295728857,10.66418295728857,21.870849623955237,11.206666666666667
5,2,3890257,3873535,Service,11.099529769628978,32.97037939358419,44.25371272691752,11.283333333333331
5,3,3873535,0,Return to Base,10.661392272594082,,,
