Operator,Task,Start,Finish,Successor
1,3878201,11.174878256380193,21.34154492304686,3878291
1,3878291,31.478288473076855,41.64495513974352,3877994
1,3877994,51.78169868977352,61.95169868977352,3886766
1,3886766,72.09123292449802,82.25789959116469,3881810
1,3874488,72.44588872521572,82.73588872521572,0
1,3881810,92.39743382588918,102.60076715922251,0
1,3881810,92.39743382588918,102.60076715922251,3874488
2,3882324,11.174878256380197,21.37821158971353,3874502
2,3874502,31.548443356077414,41.83844335607741,3874494
2,3874494,51.997512383663334,62.28751238366333,0
2,3874494,51.997512383663334,62.28751238366333,3874488
2,3874488,72.44588872521572,82.73588872521572,0
