Operator,Task,Start,Finish,Successor
1,3871750,10.0,20.246666666666666,3876659
1,3871750,10.0,20.246666666666666,3876671
1,3876671,30.492246919781763,40.71224691978176,0
1,3876671,30.492246919781763,40.71224691978176,3876659
1,3876659,50.896432108618114,61.11643210861811,3871742
1,3876659,50.896432108618114,61.11643210861811,3876639
1,3876639,71.30061729745442,81.52061729745442,3871742
1,3876639,71.30061729745442,81.52061729745442,3871750
1,3871742,91.76619754956953,102.0128642162362,0
1,3871742,91.76619754956953,102.0128642162362,3876659
