Operator,Task,Start,Finish,Successor
1,3880137,12.427895684206192,22.761229017539527,3883574
1,3883574,33.076576388016875,43.41324305468354,0
2,3880897,12.427895684206309,22.76789568420631,3880612
2,3880612,33.08324305468366,43.433243054683665,0
3,3884730,12.427895684206188,22.734562350872856,3879730
3,3879730,33.03268045702301,43.36601379035635,3880917
3,3880917,53.68415184552817,64.02081851219484,0
4,3885437,12.419577263936963,22.7629105972703,3889606
4,3884730,12.427895684206188,22.734562350872856,0
4,3889606,33.06709522896969,43.39709522896969,3880905
4,3880905,53.704070545363564,64.03407054536356,0
4,3880905,53.704070545363564,64.03407054536356,3885437
