Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3885356,Service,10.572090362370407,10.572090362370403,21.91875702903707,11.346666666666668
1,2,3885356,3882213,Service,11.158134148213264,33.07689117725033,44.54689117725033,11.469999999999999
1,3,3882213,3882214,Service,11.208366472714081,55.75525764996442,67.32859098329776,11.573333333333338
1,4,3882214,0,Return to Base,10.558136938897958,,,
2,1,0,3885270,Service,10.558136938897958,10.558136938897945,22.138136938897944,11.579999999999998
2,2,3885270,3882193,Service,11.21394784210306,33.35208478100101,45.06541811433434,11.713333333333331
2,3,3882193,0,Return to Base,10.586043785842856,,,
3,1,0,3882192,Service,10.622322686871223,10.622322686871225,22.15565602020456,11.533333333333335
3,2,3882192,3882191,Service,11.199994418630611,33.35565043883517,45.052317105501835,11.696666666666665
3,3,3882191,0,Return to Base,10.619532002176735,,,
