Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3885746,Service,11.199994418630611,11.19999441863061,21.36999441863061,10.170000000000002
1,2,3885746,3883978,Service,10.092092594918164,31.462087013548782,41.65875368021545,10.196666666666665
1,3,3883978,0,Return to Base,11.199994418630611,,,
2,1,0,3886676,Service,11.199994418630611,11.19999441863061,21.36999441863061,10.170000000000002
2,2,3886676,3882826,Service,10.092092594918164,31.462087013548782,41.65875368021545,10.196666666666665
2,3,3882826,0,Return to Base,11.199994418630611,,,
3,1,0,3886364,Service,11.199994418630611,11.19999441863061,21.36999441863061,10.170000000000002
3,2,3886364,3880172,Service,10.092092594918164,31.462087013548782,41.665420346882115,10.203333333333333
3,3,3880172,0,Return to Base,11.199994418630611,,,
4,1,0,3882865,Service,11.199994418630611,11.19999441863061,21.403327751963943,10.203333333333333
4,2,3882865,0,Return to Base,11.199994418630611,,,
