Operator,Task,Start,Finish,Successor
1,3886973,12.757196478155977,23.59386314482264,3886990
1,3886990,34.380836228668784,45.21750289533545,3887052
1,3887052,56.00447597918159,66.84114264584827,3887071
1,3887071,77.6281157296944,88.46478239636107,0
2,3886619,12.757196478155976,23.603863144822643,3886607
2,3886607,34.37967348989079,45.226340156557455,3887179
2,3887179,55.99098776284765,67.31765442951432,0
3,3883959,12.757196478155958,23.597196478155958,3887164
3,3887164,34.36184408444616,45.68851075111283,3887140
3,3887140,56.45315835740303,67.7798250240697,0
