Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3881579,Service,11.174878256380202,11.174878256380225,21.324878256380224,10.149999999999999
1,2,3881579,3885651,Service,10.106046018390613,31.43092427477083,41.557590941437496,10.126666666666665
1,3,3885651,3881019,Service,10.106046018390613,51.6636369598281,61.813636959828095,10.149999999999999
1,4,3881019,3881100,Service,10.11441807247408,71.92805503230218,82.07805503230219,10.150000000000006
1,5,3881100,0,Return to Base,11.174878256380202,,,
2,1,0,3886728,Service,11.174878256380202,11.17487825638022,21.301544923046887,10.126666666666667
2,2,3886728,3885652,Service,10.106046018390613,31.407590940437462,41.564257607104125,10.156666666666663
2,3,3885652,3886695,Service,10.106046018390613,51.67030362449474,61.79697029116141,10.126666666666665
2,4,3886695,3885750,Service,10.106046018390613,71.90301630855201,82.05968297521868,10.156666666666666
2,5,3885750,0,Return to Base,11.174878256380202,,,
