Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3880181,Service,10.0,10.0,20.426666666666666,10.426666666666666
1,2,3880181,3879914,Service,10.382323803145102,30.808990469811775,41.25899046981178,10.450000000000003
1,3,3879914,3879734,Service,10.40464928070102,51.6636397505128,62.080306417179465,10.416666666666664
1,4,3879734,0,Return to Base,11.384179608466937,,,
2,1,0,3880228,Service,10.0,10.0,20.426666666666666,10.426666666666666
2,2,3880228,3879725,Service,10.413021334784489,30.839688001451137,41.2563546681178,10.416666666666664
2,3,3879725,0,Return to Base,11.384179608466937,,,
3,1,0,3880198,Service,10.0,9.999999999999996,20.426666666666662,10.426666666666666
3,2,3880198,3879105,Service,10.382323803145102,30.80899046981177,41.25899046981177,10.45
3,3,3879105,3879708,Service,10.40464928070102,51.6636397505128,62.080306417179465,10.416666666666664
3,4,3879708,0,Return to Base,11.384179608466937,,,
