Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3877611,Service,10.622322686871223,10.622322686871229,21.60232268687123,10.98
1,2,3877611,3888190,Service,10.862321570597345,32.46464425746858,43.551310924135244,11.086666666666666
1,3,3888190,3888188,Service,10.848368147124898,54.39967907126014,65.4063457379268,11.00666666666666
1,4,3888188,3888191,Service,10.856740201208366,76.26308593913517,87.28975260580184,11.02666666666667
1,5,3888191,0,Return to Base,10.66418295728857,,,
2,1,0,3885458,Service,10.641857479732652,10.641857479732693,21.61852414639936,10.976666666666667
2,2,3885458,3885438,Service,10.845577462430407,32.464101608829765,43.44076827549643,10.976666666666667
2,3,3885438,3888187,Service,10.859530885902856,54.300299161399295,65.39363249473263,11.093333333333334
2,4,3888187,3890014,Service,10.873484309375305,76.26711680410793,87.2937834707746,11.02666666666667
2,5,3890014,0,Return to Base,10.66418295728857,,,
