Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3877521,Service,10.563718308286939,10.563718308286951,21.717051641620284,11.153333333333332
1,2,3877521,3885278,Service,11.024181282877754,32.741232924498036,43.9864023870651,11.245169462567063
1,3,3885278,0,Return to Base,10.563718308286939,,,
2,1,0,3891438,Service,10.54976488481449,10.549764884814493,21.703098218147826,11.153333333333332
2,2,3891438,3878725,Service,11.018599913488774,32.7216981316366,44.05353426087033,11.331836129233729
2,3,3878725,0,Return to Base,10.563718308286939,,,
3,1,0,3891442,Service,10.572090362370407,10.572090362370403,21.72875702903707,11.156666666666666
3,2,3891442,3888181,Service,11.015809228794284,32.744566257831366,44.05973572039843,11.315169462567063
3,3,3888181,0,Return to Base,10.572090362370407,,,
4,1,0,3884777,Service,10.572090362370407,10.572090362370403,21.732090362370403,11.16
4,2,3884777,3888328,Service,11.049297445128161,32.78138780749856,44.03472114083189,11.25333333333333
4,3,3888328,0,Return to Base,10.572090362370407,,,
