Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3879079,Service,10.527439407258571,10.527439407258639,21.24743940725864,10.72
1,2,3879079,3879086,Service,10.54139283073102,31.788832237989652,42.48216557132299,10.693333333333335
1,3,3879086,0,Return to Base,10.552555569508979,,,
2,1,0,3876731,Service,10.519067353175101,10.5190673531751,21.245734019841766,10.726666666666667
2,2,3876731,3873514,Service,10.54139283073102,31.78712685057278,42.48046018390611,10.693333333333332
2,3,3873514,0,Return to Base,10.552555569508979,,,
3,1,0,3873622,Service,10.519067353175101,10.519067353175103,21.24573401984177,10.726666666666667
3,2,3873622,0,Return to Base,10.519067353175101,,,
4,1,0,3876748,Service,10.519067353175101,10.519067353175103,21.24573401984177,10.726666666666667
4,2,3876748,3873621,Service,10.54139283073102,31.787126850572783,42.47712685057278,10.689999999999998
4,3,3873621,0,Return to Base,10.552555569508979,,,
5,1,0,3879060,Service,10.53860214603653,10.538602146036535,21.235268812703204,10.696666666666669
5,2,3879060,3876806,Service,10.566508992981428,31.801777805684626,42.52177780568463,10.720000000000002
5,3,3876806,0,Return to Base,10.527439407258571,,,
