Operator,Task,Start,Finish,Successor
1,3882189,10.597206524620791,21.71387319128746,3886591
1,3886591,32.609682978218714,43.68634964488538,3883058
1,3883058,54.593322170594575,65.68665550392791,3885354
1,3885354,76.5936280296371,87.6736280296371,0
2,3882988,10.608437450318485,21.701770783651817,3886566
2,3886566,32.60874330936101,43.68540997602768,0
2,3886566,32.60874330936101,43.68540997602768,3885353
2,3885353,54.58329061240997,65.65995727907664,3883027
2,3883027,76.56692980478583,87.66026313811916,0
2,3883027,76.56692980478583,87.66026313811916,3882988
