Operator,Task,Start,Finish,Successor
1,3880125,10.564803605564613,21.224803605564613,3879061
1,3879061,31.768987120990126,42.42565378765679,0
2,3880400,10.55534625420347,21.21534625420347,3880606
2,3880606,31.759529769628983,42.40619643629565,0
3,3879064,10.538532645949443,21.23519931261611,3879059
3,3879059,31.776196436295635,42.4228631029623,0
4,3879058,10.558136938897945,21.231470272231277,3880098
4,3880098,31.775653787656793,42.42565378765679,0
5,3879064,10.538532645949443,21.23519931261611,0
5,3879087,10.558136938897999,21.241470272231332,0
5,3879087,10.558136938897999,21.241470272231332,3879064
