Operator,Task,Start,Finish,Successor
1,3877937,10.865112255291905,21.11177892195857,3882226
1,3882226,31.44945176999184,41.77278510332518,0
2,3877920,10.865112255291848,21.111778921958514,3877642
2,3877642,31.443870400602805,41.70720373393614,0
3,3882113,10.828833354263478,21.098833354263476,3877643
3,3877643,31.425343463518786,41.77201013018545,0
4,3877951,10.85953088590293,21.112864219236265,3877641
4,3877641,31.439374328491567,41.70937432849156,0
5,3877646,10.831624038958012,21.12829070562468,3877959
5,3877959,31.44921944549101,41.71921944549101,0
