Operator,Task,Start,Finish,Successor
1,3879022,12.349756512760393,22.64642317942706,3880578
1,3880578,32.88642206315318,43.319755396486514,0
2,3886765,12.366500620927354,22.66316728759402,3890992
2,3890992,32.90595685601464,43.31595685601464,0
3,3878589,12.358128566843874,22.658128566843875,3878168
3,3878168,32.903708819958965,43.31370881995896,0
4,3883938,12.366500620927354,22.639833954260688,3887154
4,3887154,32.888204892070284,43.308204892070286,0
5,3880877,12.366500620927354,22.66316728759402,3882281
5,3882281,32.90595685601464,43.31595685601464,0
