Operator,Task,Start,Finish,Successor
1,3888376,11.200094418630641,21.79009441863064,3888612
1,3888612,32.56032339430982,43.20032339430982,3880262
1,3880262,53.970552369988994,64.59388570332233,3887867
1,3888531,54.20101165137814,64.93434498471147,3888376
1,3887867,75.3641146790015,86.0041146790015,3888002
1,3889376,75.70130656406727,86.4346398974006,3888376
1,3888002,96.77434365468068,107.41434365468068,0
2,3888066,11.199994418630606,21.933327751963937,3888611
2,3888611,32.70076604294864,43.43409937628198,0
2,3888611,32.70076604294864,43.43409937628198,3888531
2,3888531,54.20101165137814,64.93434498471147,3889376
2,3889376,75.70130656406727,86.4346398974006,0
