Operator,Task,Start,Finish,Successor
1,3894138,11.19999441863061,21.246661085297276,3886672
1,3894138,11.19999441863061,21.246661085297276,3891567
1,3891567,11.200094418630613,21.24676108529728,3886672
1,3886672,31.28583067102015,41.33249733768682,3877531
1,3877531,51.37156692340969,61.43156692340969,0
2,3894138,11.19999441863061,21.246661085297276,3890032
2,3890032,11.200094418630613,21.24676108529728,3889427
2,3889427,31.28583067102015,41.33249733768682,3881908
2,3881908,51.37156692340969,61.418233590076355,0
3,3891567,11.200094418630613,21.24676108529728,3873420
3,3873420,31.285388371698616,41.33205503836528,3873393
3,3873393,51.371124624088154,61.41779129075482,0
