Operator,Task,Start,Finish,Successor
1,3883106,11.19999441863061,21.333327751963942,3883207
1,3883207,31.44495513974354,41.578288473076874,3894545
1,3894545,51.675962437384015,61.79262910405068,0
2,3881601,11.19989794828677,21.3332312816201,3881697
2,3881601,11.19989794828677,21.3332312816201,3882074
2,3882074,31.43293019283538,41.559596859502044,3881601
2,3882074,31.43293019283538,41.559596859502044,3881697
2,3881697,51.65929577071736,61.79262910405069,0
3,3882218,11.19999441863061,21.36999441863061,3882233
3,3882233,31.503947283966127,41.67394728396613,0
