Operator,Task,Start,Finish,Successor
1,3878500,12.427895684206135,22.8845623508728,3878831
1,3878831,33.21386314482237,43.7071964781557,3880052
1,3880052,54.145333975190596,64.6153339751906,3881427
1,3881427,75.03393667936407,85.49060334603074,3880966
1,3880966,95.89804331142625,106.36137664475959,3883400
1,3883400,116.77439797954409,127.24106464621076,3889837
1,3889837,137.65966735038424,148.13966735038423,3884708
1,3884708,158.52757252291832,169.04757252291833,3886737
1,3886737,179.44384974953587,189.9371830828692,3880232
1,3880232,200.36415784112614,210.84415784112613,0
