Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3891336,Service,11.22231989618653,11.22231989618652,21.405653229519853,10.183333333333334
1,2,3891336,3891318,Service,10.153487658196939,31.559140887716808,41.742474221050145,10.183333333333337
1,3,3891318,3891350,Service,10.153487658196939,51.895961879247096,62.07929521258043,10.183333333333337
1,4,3891350,3881172,Service,10.206510667392244,72.28580587997268,82.51580587997269,10.230000000000004
1,5,3881172,0,Return to Base,11.264180166603875,,,
2,1,0,3882297,Service,11.22231989618653,11.22231989618652,21.43231989618652,10.21
2,2,3882297,3882286,Service,10.175813135752858,31.60813303193939,41.81813303193939,10.21
2,3,3882286,3881853,Service,10.175813135752858,51.99394616769226,62.20394616769226,10.21
2,4,3881853,3882319,Service,10.175813135752858,72.37975930344513,82.58975930344513,10.210000000000008
2,5,3882319,0,Return to Base,11.22231989618653,,,
