Operator,Task,Start,Finish,Successor
1,3880451,11.19999441863061,21.273327751963944,3880498
1,3880451,11.19999441863061,21.273327751963944,3889451
1,3889451,31.336744934436737,41.410078267770075,3880498
1,3880498,51.47350803122569,61.54684136455903,3889438
1,3889438,71.61102711253228,81.68436044586562,0
2,3881499,11.199994418630606,21.239994418630605,3886700
2,3886700,31.273482634964466,41.313482634964465,3881824
2,3889451,31.336744934436737,41.410078267770075,0
2,3881824,51.34697085129832,61.39030418463166,3886877
2,3886877,71.42379240096552,81.46379240096553,3890524
2,3890524,91.50007130199388,101.54340463532722,0
2,3890524,91.50007130199388,101.54340463532722,3889451
