Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3883133,Service,11.34790070743857,11.347900707438553,21.531234040771885,10.183333333333332
1,2,3883133,3895086,Service,10.13953423472449,31.670768275496386,41.90076827549639,10.230000000000004
1,3,3895086,3883124,Service,10.13953423472449,52.04030251022088,62.23030251022088,10.189999999999998
1,4,3883124,0,Return to Base,11.34790070743857,,,
2,1,0,3895073,Service,11.34790070743857,11.347900707438551,21.577900707438552,10.23
2,2,3895073,3894513,Service,10.117208757168571,31.69510946460714,41.905109464607136,10.209999999999997
2,3,3894513,0,Return to Base,11.370226184994488,,,
3,1,0,3894503,Service,11.370226184994488,11.370226184994493,21.580226184994494,10.21
3,2,3894503,3894450,Service,10.175813135752858,31.756039320747362,42.03270598741403,10.27666666666667
3,3,3894450,0,Return to Base,11.370226184994488,,,
