Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3879936,Service,10.0,10.000000000000007,20.53000000000001,10.530000000000001
1,2,3879936,3888487,Service,10.463253659285305,30.99325365928531,41.77325365928531,10.780000000000001
1,3,3888487,3890312,Service,10.471625713368775,52.24487937265409,63.03154603932076,10.786666666666669
1,4,3890312,3881525,Service,10.460462974590817,73.49200901391157,84.2853423472449,10.793333333333337
1,5,3881525,0,Return to Base,10.0,,,
2,1,0,3879903,Service,10.0,10.000000000000028,20.53000000000003,10.530000000000001
2,2,3879903,3885620,Service,10.471625713368775,31.00162571336881,41.58162571336881,10.579999999999998
2,3,3885620,3881514,Service,10.460462974590817,52.042088687959634,62.83542202129297,10.793333333333337
2,4,3881514,3879793,Service,10.594415839926326,73.42983786121928,84.21650452788595,10.786666666666662
2,5,3879793,0,Return to Base,10.0,,,
