Operator,Task,Start,Finish,Successor
1,3884612,0.0,10.063333333333333,3890065
1,3890065,20.124728396612117,30.19806172994545,0
2,3883401,0.0,10.06,3890062
2,3890062,20.124728396612113,30.198061729945447,0
3,3890075,0.0001106326258497603,10.07011063262585,0
3,3890075,0.0001106326258497603,10.07011063262585,3890077
3,3890077,20.12839150728253,30.19839150728253,0
3,3890077,20.12839150728253,30.19839150728253,3890075
4,3889383,0.0,10.063333333333333,3889791
4,3889791,20.124728396612113,30.198061729945447,0
5,3889757,-1.7763568394002505e-15,10.073333333333332,0
