Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3880445,Service,10.898600471625713,0.0,10.36,10.36
1,2,3880445,3879974,Service,10.413021334784489,20.773021334784502,31.16968800145117,10.396666666666668
1,3,3879974,0,Return to Base,10.870693624680815,,,
2,1,0,3880618,Service,10.898600471625713,0.0,10.36,10.36
2,2,3880618,3880021,Service,10.413021334784489,20.773021334784502,31.16968800145117,10.396666666666668
2,3,3880021,0,Return to Base,10.870693624680815,,,
3,1,0,3883195,Service,10.915344579792652,0.0,10.346666666666668,10.346666666666668
3,2,3883195,3883215,Service,10.290231208226938,20.636897874893606,30.983564541560273,10.346666666666668
3,3,3883215,0,Return to Base,10.915344579792652,,,
4,1,0,3880609,Service,10.898600471625713,0.0,10.36,10.36
4,2,3880609,3880014,Service,10.413021334784489,20.773021334784502,31.16968800145117,10.396666666666668
4,3,3880014,0,Return to Base,10.870693624680815,,,
