Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3882321,Service,11.199994418630611,0.0,10.12,10.12
1,2,3882321,3884408,Service,10.103255333696122,20.223255333696123,30.34992200036279,10.126666666666665
1,3,3884408,0,Return to Base,11.199994418630611,,,
2,1,0,3884586,Service,11.199994418630611,0.0,10.126666666666667,10.126666666666667
2,2,3884586,3881898,Service,10.103255333696122,20.22992200036279,30.34992200036279,10.119999999999997
2,3,3881898,0,Return to Base,11.199994418630611,,,
3,1,0,3888590,Service,11.199994418630611,0.0,10.116666666666667,10.116666666666667
3,2,3888590,3895244,Service,10.111627387779592,20.23325533369612,30.34992200036279,10.116666666666667
3,3,3895244,0,Return to Base,11.199994418630611,,,
4,1,0,3882083,Service,11.199994418630611,0.0,10.12,10.12
4,2,3882083,3898020,Service,10.111627387779592,20.231627387779604,30.34829405444627,10.116666666666667
4,3,3898020,0,Return to Base,11.199994418630611,,,
