Operator,Task,Start,Finish,Successor
1,3877920,0.0,10.246666666666666,3877937
1,3877937,20.578758145310978,30.825424811977644,3877642
1,3877642,41.15751629062193,51.42084962395526,3877951
1,3877951,61.75294110259955,72.00627443593288,3877643
1,3877643,82.34673796866065,92.69340463532731,0
2,3877641,0.0005453918102311661,10.27054539181023,0
2,3877641,0.0005453918102311661,10.27054539181023,3877646
2,3877646,20.590815155658625,30.88748182232529,3877959
2,3877959,41.20841056219162,51.47841056219162,3882226
2,3882226,61.810502040835914,72.13383537416925,3882113
2,3882113,82.4491827446466,92.7191827446466,0
2,3882113,82.4491827446466,92.7191827446466,3877646
