Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3895103,Service,11.34790070743857,0.0,10.733333333333333,10.733333333333333
1,2,3895103,3895269,Service,10.644648164427142,21.46464816442714,32.151314831093806,10.686666666666667
1,3,3895269,0,Return to Base,11.34790070743857,,,
2,1,0,3895121,Service,11.34790070743857,0.0,10.733333333333333,10.733333333333333
2,2,3895121,3895139,Service,10.683717750149999,21.417051083483344,32.15038441681668,10.733333333333334
2,3,3895139,0,Return to Base,11.34790070743857,,,
3,1,0,3895028,Service,11.34790070743857,0.0,10.82,10.82
3,2,3895028,0,Return to Base,11.34790070743857,,,
4,1,0,3895282,Service,11.34790070743857,0.0,10.686666666666667,10.686666666666667
4,2,3895282,3895060,Service,10.644648164427142,21.331314831093806,32.151314831093806,10.82
4,3,3895060,0,Return to Base,11.34790070743857,,,
5,1,0,3895050,Service,11.34790070743857,0.0,10.82,10.82
5,2,3895050,3895258,Service,10.644648164427142,21.464648164427132,32.1513148310938,10.686666666666667
5,3,3895258,0,Return to Base,11.34790070743857,,,
