Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3877505,Service,10.619532002176735,0.0,11.276666666666667,11.276666666666667
1,2,3877505,3890089,Service,11.09115771554551,22.367824382212167,33.59782438221217,11.23
1,3,3890089,3882215,Service,11.093948400239999,44.691772782452176,55.89843944911884,11.206666666666663
1,4,3882215,3873528,Service,11.09115771554551,66.98959716466435,78.27293049799768,11.283333333333331
1,5,3873528,3873700,Service,11.09673908493449,89.36966958293216,100.5830029162655,11.213333333333338
1,6,3873700,0,Return to Base,10.586043785842856,,,
2,1,0,3890503,Service,10.586043785842856,0.0,11.29,11.29
2,2,3890503,3888167,Service,11.152552778824285,22.44255277882429,33.73588611215762,11.293333333333333
2,3,3888167,3891057,Service,11.149762094129795,44.885648206287414,56.17898153962074,11.29333333333333
2,4,3891057,3877501,Service,11.144180724740815,67.32316226436154,78.6098289310282,11.286666666666662
2,5,3877501,0,Return to Base,10.588834470537346,,,
