Operator,Task,Start,Finish,Successor
1,3894472,0.0,10.046666666666667,3881926
1,3881926,20.08573625238953,30.139069585722865,3886904
1,3886904,40.18092985614021,50.22759652280688,0
2,3891499,0.0,10.046666666666667,3889521
2,3889521,20.085736252389534,30.135736252389535,3889559
2,3889559,40.17759652280688,50.22759652280688,0
3,3882087,1.7763568394002505e-15,10.050000000000002,3894481
3,3894481,20.089069585722875,30.135736252389542,3882087
3,3894481,20.089069585722875,30.135736252389542,3889478
3,3889478,40.17426318947354,50.22759652280688,0
