Operator,Task,Start,Finish,Successor
1,3884415,1.7763568394002505e-15,10.646666666666668,3884351
1,3884351,21.101548271868516,31.77488160520185,3891541
1,3891541,42.282786219599,53.032786219599,3881012
1,3881012,63.54069083399614,74.20069083399613,0
2,3890600,0.0,10.74,3878636
2,3878636,21.245113929702647,31.995113929702647,0
2,3878636,21.245113929702647,31.995113929702647,3884220
2,3884220,42.44952920748619,53.096195874152855,3881138
2,3881138,63.55107747935471,74.20107747935471,0
2,3881138,63.55107747935471,74.20107747935471,3884220
