Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3884076,Service,11.174878256380202,0.0,10.613333333333333,10.613333333333333
1,2,3884076,3881727,Service,10.53581146134204,21.149144794675365,31.749144794675363,10.599999999999998
1,3,3881727,3888105,Service,10.513485983786122,42.26263077846149,52.84929744512816,10.586666666666666
1,4,3888105,3885074,Service,10.513485983786122,63.362783428914284,73.97611676224761,10.61333333333333
1,5,3885074,0,Return to Base,11.174878256380202,,,
2,1,0,3884067,Service,11.174878256380202,-3.552713678800501e-15,10.61333333333333,10.613333333333333
2,2,3884067,3885143,Service,10.53581146134204,21.14914479467536,31.762478128008695,10.613333333333333
2,3,3885143,3888430,Service,10.513485983786122,42.27596411179483,52.862630778461494,10.586666666666666
2,4,3888430,3881069,Service,10.513485983786122,63.37611676224761,73.97611676224761,10.600000000000001
2,5,3881069,0,Return to Base,11.174878256380202,,,
