Operator,Task,Start,Finish,Successor
1,3878590,-1.7763568394002505e-15,11.233333333333333,3881446
1,3881446,22.249142562127638,33.46247589546097,3881050
1,3881050,44.478285124255265,55.7116184575886,3885818
1,3885818,66.7575825693834,77.9975825693834,3890313
1,3890313,89.03013590634463,100.26346923967796,0
2,3880312,1.7763568394002505e-15,11.223333333333334,3880943
2,3880943,22.244723931516596,33.45805726484993,3880277
2,3880277,44.47386649364422,55.70719982697756,3889857
2,3889857,66.74533453332776,77.98533453332776,3883366
2,3883366,89.02346923967796,100.26346923967796,0
