Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3885859,Service,11.199994418630611,0.0,10.2,10.2
1,2,3885859,3880680,Service,10.117208757168571,20.31720875716859,30.51720875716859,10.2
1,3,3880680,0,Return to Base,11.199994418630611,,,
2,1,0,3883967,Service,11.199994418630611,-1.7763568394002505e-15,10.213333333333331,10.213333333333333
2,2,3883967,3886370,Service,10.097673964307143,20.311007297640476,30.48767396430714,10.176666666666666
2,3,3886370,0,Return to Base,11.199994418630611,,,
3,1,0,3885773,Service,11.199994418630611,0.0,10.2,10.2
3,2,3885773,3885514,Service,10.117208757168571,20.317208757168586,30.517208757168586,10.2
3,3,3885514,0,Return to Base,11.199994418630611,,,
4,1,0,3881017,Service,11.199994418630611,0.0,10.2,10.2
4,2,3881017,3885532,Service,10.117208757168571,20.31720875716859,30.51720875716859,10.2
4,3,3885532,0,Return to Base,11.199994418630611,,,
5,1,0,3880942,Service,11.199994418630611,-1.7763568394002505e-15,10.213333333333331,10.213333333333333
5,2,3880942,0,Return to Base,11.199994418630611,,,
