Operator,Task,Start,Finish,Successor
1,3880877,-1.7763568394002505e-15,10.296666666666665,3887154
1,3887154,20.54503760447625,30.96503760447625,3886765
1,3886765,41.21340854228583,51.5100752089525,3880578
1,3880578,61.78914367840149,72.22247701173482,3878589
1,3878589,82.47363863423891,92.7736386342389,0
2,3878168,0.0,10.41,3882281
2,3882281,20.67232436128179,31.082324361281792,3883938
2,3882281,20.67232436128179,31.082324361281792,3890992
2,3883938,41.329462630077906,51.60279596341124,3879022
2,3883938,41.329462630077906,51.60279596341124,3890992
2,3890992,61.844352862818454,72.25435286281845,0
2,3890992,61.844352862818454,72.25435286281845,3879022
2,3879022,82.48753770814206,92.78420437480872,0
2,3879022,82.48753770814206,92.78420437480872,3883938
