Operator,Task,Start,Finish,Successor
1,3886737,3.552713678800501e-15,10.493333333333338,3880966
1,3880966,20.914726722201294,31.378060055534625,0
2,3883400,0.0,10.466666666666667,3880052
2,3880052,20.896897316756657,31.36689731675666,0
3,3889837,0.01248036055645585,10.492480360556456,3884708
3,3884708,20.880385533090543,31.400385533090542,0
4,3878500,0.07922446872341382,10.53589113539008,3878831
4,3878831,20.865191929339865,31.358525262673197,0
5,3881427,0.0,10.456666666666667,3880232
5,3880232,20.89526937084013,31.37526937084013,0
