Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3880215,Service,11.199994418630611,-2.2737367544323206e-13,9.999999999999773,10.0
1,2,3880215,3880319,Service,10.387905172534081,20.387905172533863,30.387905172533863,10.0
1,3,3880319,3880352,Service,10.387905172534081,40.77581034506795,50.77581034506795,10.0
1,4,3880352,3880023,Service,10.387905172534081,61.16371551760204,71.16371551760204,10.0
1,5,3880023,3880344,Service,10.387905172534081,81.55162069013613,91.55162069013613,10.0
1,6,3880344,3879991,Service,10.387905172534081,101.93952586267022,111.93952586267022,10.0
1,7,3879991,3880798,Service,10.387905172534081,122.32743103520431,132.3274310352043,10.0
1,8,3880798,3885226,Service,10.368370379672653,142.69580141487697,152.69580141487697,10.0
1,9,3885226,3881158,Service,10.368370379672653,163.06417179454962,173.70083846121628,10.636666666666656
1,10,3881158,0,Return to Base,11.174878256380202,,,
