Operator,Task,Start,Finish,Successor
1,3888497,-1.7763568394002505e-15,10.353333333333332,3880123
1,3880123,20.671471388505154,31.021471388505155,3883563
1,3883563,41.34519081306595,51.70185747973262,3880930
1,3880930,62.022786219598935,72.37611955293227,3887124
1,3887124,82.70542034688205,93.26208701354872,0
2,3881372,-1.9184653865522705e-13,10.366666666666475,3881384
2,3881384,20.670851298365875,31.017517965032543,3879826
2,3881384,20.670851298365875,31.017517965032543,3880843
2,3880843,41.31763329007764,51.647633290077636,3885445
2,3885445,61.949027237082525,72.26902723708253,3879826
2,3885445,61.949027237082525,72.26902723708253,3880843
2,3879826,82.84542034688207,93.26208701354874,0
