Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3888198,Service,10.636276110343672,0.0,11.369956657810175,11.369956657810175
1,2,3888198,3890094,Service,11.040925391044693,22.486385976743573,33.779719310076906,11.293333333333333
1,3,3890094,0,Return to Base,10.636276110343672,,,
2,1,0,3891386,Service,10.636276110343672,0.0,11.36662332447684,11.36662332447684
2,2,3891386,3888185,Service,11.046506760433672,22.4131300849105,33.74975340938734,11.33662332447684
2,3,3888185,0,Return to Base,10.636276110343672,,,
3,1,0,3891380,Service,10.636276110343672,0.0,11.36662332447684,11.36662332447684
3,2,3891380,3888173,Service,11.043716075739182,22.410339400216024,33.79367273354936,11.383333333333333
3,3,3888173,0,Return to Base,10.622322686871223,,,
4,1,0,3878604,Service,10.636276110343672,0.0,11.386623324476842,11.386623324476842
4,2,3878604,0,Return to Base,10.636276110343672,,,
