Operator,Task,Start,Finish,Successor
1,3877959,0.0,10.27,3877646
1,3877959,0.0,10.27,3882113
1,3877646,20.590841888599435,30.887508555266102,0
1,3882113,20.67267507274016,30.94267507274016,0
2,3877642,0.0,10.263333333333334,3877951
2,3877951,20.59542481197762,30.848758145310953,0
3,3877643,0.0,10.346666666666668,0
3,3877643,0.0,10.346666666666668,3882113
3,3877646,20.590841888599435,30.887508555266102,3882113
3,3882113,20.67267507274016,30.94267507274016,0
3,3882113,20.67267507274016,30.94267507274016,3877646
4,3877920,0.0,10.246666666666666,3877937
4,3877937,20.57875814531096,30.825424811977626,0
5,3877641,-1.7763568394002505e-15,10.269999999999998,3882226
5,3882226,20.602091478644287,30.92542481197762,0
