Operator,Task,Start,Finish,Successor
1,3889857,0.0,11.24,3878590
1,3878590,22.278134706350208,33.51146803968354,3880943
1,3880943,44.527277268477846,55.74061060181118,3880277
1,3880277,66.75641983060548,77.98975316393881,3890313
1,3890313,89.02230650090004,100.25563983423338,0
2,3880312,0.0,11.223333333333333,3881446
2,3881446,22.24472393151661,33.45805726484994,3881050
2,3881050,44.47386649364424,55.70719982697757,3885818
2,3885818,66.74533453332778,77.98533453332777,3883366
2,3883366,89.02346923967798,100.26346923967797,0
