Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3880451,Service,11.199994418630611,0.0,10.073333333333334,10.073333333333334
1,2,3880451,3881499,Service,10.033488216333877,20.106821549667213,30.146821549667212,10.04
1,3,3881499,3880498,Service,10.033488216333877,40.18030976600107,50.25364309933441,10.073333333333338
1,4,3880498,0,Return to Base,11.199994418630611,,,
2,1,0,3886877,Service,11.199994418630611,-1.0658141036401503e-14,10.039999999999988,10.04
2,2,3886877,3886700,Service,10.033488216333877,20.073488216333846,30.113488216333845,10.04
2,3,3886700,3889438,Service,10.064185747973266,40.177673964307104,50.25100729764044,10.073333333333338
2,4,3889438,0,Return to Base,11.199994418630611,,,
3,1,0,3889451,Service,11.199994418630611,0.0,10.073333333333334,10.073333333333334
3,2,3889451,3890524,Service,10.036278901028368,20.109612234361705,30.15294556769504,10.043333333333333
3,3,3890524,3881824,Service,10.036278901028368,40.18922446872341,50.232557802056746,10.043333333333337
3,4,3881824,0,Return to Base,11.199994418630611,,,
