Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3881100,Service,11.174878256380202,0.0,10.15,10.15
1,2,3881100,3885651,Service,10.106046018390613,20.256046018390606,30.38271268505727,10.126666666666665
1,3,3885651,3881019,Service,10.106046018390613,40.48875870344788,50.63875870344788,10.149999999999999
1,4,3881019,3881579,Service,10.11441807247408,60.753176775921965,70.90317677592196,10.149999999999999
1,5,3881579,0,Return to Base,11.174878256380202,,,
2,1,0,3886728,Service,11.174878256380202,-1.7763568394002505e-15,10.126666666666665,10.126666666666667
2,2,3886728,3885652,Service,10.106046018390613,20.232712685057265,30.38937935172393,10.156666666666666
2,3,3885652,3886695,Service,10.106046018390613,40.49542537011453,50.6220920367812,10.126666666666665
2,4,3886695,3885750,Service,10.106046018390613,60.7281380551718,70.88480472183846,10.156666666666666
2,5,3885750,0,Return to Base,11.174878256380202,,,
