Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3883881,Service,11.199994418630611,0.0,10.113333333333333,10.113333333333333
1,2,3883881,3883931,Service,10.094883279612652,20.208216612945975,30.32154994627931,10.113333333333333
1,3,3883931,3883251,Service,10.094883279612652,40.41643322589195,50.509766559225284,10.093333333333334
1,4,3883251,3877977,Service,10.078139171445715,60.587905730671004,70.70457239733767,10.116666666666667
1,5,3877977,0,Return to Base,11.199994418630611,,,
2,1,0,3885778,Service,11.199994418630611,1.7763568394002505e-15,10.170000000000002,10.17
2,2,3885778,3883470,Service,10.092092594918164,20.262092594918172,30.355425928251506,10.093333333333334
2,3,3883470,3881988,Service,10.078139171445715,40.43356509969722,50.54689843303055,10.11333333333333
2,4,3881988,3882949,Service,10.078139171445715,60.62503760447626,70.7183709378096,10.093333333333334
2,5,3882949,0,Return to Base,11.199994418630611,,,
