Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3891392,Service,10.641857479732652,0.0,11.435725531277,11.435725531277
1,2,3891392,3882141,Service,11.199994418630611,22.635719949907614,33.99691604887945,11.361196098971835
1,3,3882141,3882130,Service,11.177668941074693,45.17458498995414,56.522447755592644,11.347862765638503
1,4,3882130,3882131,Service,11.186040995158162,67.70848875075079,79.06635151638929,11.357862765638501
1,5,3882131,0,Return to Base,10.619532002176735,,,
2,1,0,3891418,Service,10.616741317482244,0.0134441350274912,11.350110801694157,11.336666666666666
2,2,3891418,3884733,Service,11.174878256380202,22.52498905807436,33.92071458935136,11.395725531277002
2,3,3884733,3881701,Service,11.22231989618653,45.14303448553788,56.57542668348155,11.43239219794367
2,4,3881701,3881695,Service,11.169296886991223,67.74472357047277,79.07472357047277,11.329999999999998
2,5,3881695,0,Return to Base,10.611159948093265,,,
