Operator,Task,Start,Finish,Successor
1,3886990,0.0,10.836666666666666,3886619
1,3886619,21.6236397505128,32.47030641717947,3886607
1,3886607,43.246116762247624,54.09278342891429,3887179
1,3887179,64.85743103520448,76.18409770187115,3887052
1,3887052,86.94874530816135,97.78541197482801,3887164
1,3887164,108.5500595811182,119.87672624778487,3886973
1,3886973,130.64137385407508,141.47804052074176,3887140
1,3887140,152.24268812703195,163.5693547936986,3887071
1,3887071,174.3340023999888,185.17066906665548,3883959
1,3883959,195.9576421505016,206.79764215050162,0
