Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3890744,Service,11.174878256380202,0.0,11.21,11.21
1,2,3890744,0,Return to Base,11.174878256380202,,,
2,1,0,3890880,Service,11.174878256380202,0.0,11.21,11.21
2,2,3890880,3882059,Service,10.764647606290204,21.974647606290198,33.3012059174823,11.326558311192102
2,3,3882059,0,Return to Base,11.174878256380202,,,
3,1,0,3890505,Service,11.174878256380202,0.0,11.21,11.21
3,2,3890505,3884222,Service,10.764647606290204,21.974647606290198,33.1846476062902,11.21
3,3,3884222,0,Return to Base,11.174878256380202,,,
4,1,0,3884846,Service,11.174878256380202,0.0,11.326558311192104,11.326558311192104
4,2,3884846,3885642,Service,10.764647606290204,22.0912059174823,33.3012059174823,11.21
4,3,3885642,0,Return to Base,11.174878256380202,,,
