Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3881565,Service,11.412086455411835,0.0,10.943333333333333,10.943333333333333
1,2,3881565,3877069,Service,10.848368147124898,21.791701480458226,32.92836814712489,11.136666666666667
1,3,3877069,3877084,Service,10.876274994069796,43.8046431411947,54.941309807861366,11.136666666666663
1,4,3877084,3887159,Service,10.837205408346938,65.77851521620829,77.12184854954162,11.343333333333334
1,5,3887159,0,Return to Base,11.370226184994488,,,
2,1,0,3877056,Service,11.375807554383467,0.0,11.136666666666667,11.136666666666667
2,2,3877056,3887166,Service,10.837205408346938,21.973872075013603,33.317205408346936,11.343333333333334
2,3,3887166,3881577,Service,10.81767061548551,44.134876023832426,55.07820935716576,10.943333333333335
2,4,3881577,3887147,Service,10.81767061548551,65.89587997265126,77.23921330598459,11.343333333333334
2,5,3887147,0,Return to Base,11.370226184994488,,,
