Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3888336,Service,11.462318779912652,0.0,10.103333333333333,10.103333333333333
1,2,3888336,3873712,Service,10.086511225529184,20.250796079289426,30.498453740092927,10.247657660803501
1,3,3873712,3891465,Service,10.117208757168571,40.61566249726151,50.86232916392818,10.24666666666667
1,4,3891465,3877544,Service,10.119999441863062,60.98232860579124,71.22899527245791,10.24666666666667
1,5,3877544,0,Return to Base,11.462318779912652,,,
2,1,0,3885331,Service,11.49022562685755,0.0,10.385585613898174,10.385585613898174
2,2,3885331,3886717,Service,10.094883279612652,20.48046889351081,30.720468893510812,10.240000000000002
2,3,3886717,3891458,Service,10.080929856140203,40.80139874965102,50.90139874965102,10.100000000000001
2,4,3891458,3877543,Service,10.080929856140203,60.98232860579124,71.22899527245791,10.24666666666667
2,5,3877543,0,Return to Base,11.462318779912652,,,
