Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3888290,Service,10.641857479732652,0.0,11.413779266210659,11.413779266210659
1,2,3888290,0,Return to Base,10.641857479732652,,,
2,1,0,3891069,Service,10.725578020567346,0.0,11.203333333333333,11.203333333333333
2,2,3891069,3873535,Service,11.099529769628978,22.30286310296232,33.58619643629565,11.283333333333331
2,3,3873535,0,Return to Base,10.661392272594082,,,
3,1,0,3873571,Service,10.66976432667755,0.0,11.397112599543991,11.397112599543991
3,2,3873571,3873701,Service,11.08836703085102,22.485479630395023,33.71547963039502,11.23
3,3,3873701,0,Return to Base,10.616741317482244,,,
4,1,0,3873585,Service,10.725578020567346,0.0,11.253333333333334,11.253333333333334
4,2,3873585,3890257,Service,11.09115771554551,22.344491048878833,33.5511577155455,11.206666666666667
4,3,3890257,0,Return to Base,10.66418295728857,,,
5,1,0,3878253,Service,10.661392272594082,-1.7763568394002505e-15,11.216666666666665,11.216666666666667
5,2,3878253,3891073,Service,11.099529769628978,22.316196436295648,33.542863102962315,11.226666666666667
5,3,3891073,0,Return to Base,10.636276110343672,,,
