Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3879730,Service,12.43068636890061,1.7763568394002505e-15,10.333333333333336,10.333333333333334
1,2,3879730,3880137,Service,10.312556685782857,20.645890019116194,30.97922335244953,10.333333333333336
1,3,3880137,3884730,Service,10.295812577615918,41.27503593006546,51.58170259673212,10.306666666666665
1,4,3884730,3880897,Service,10.295812577615918,61.87751517434805,72.21751517434805,10.340000000000003
1,5,3880897,3883574,Service,10.315347370477346,82.5328625448254,92.86952921149208,10.336666666666673
1,6,3883574,3880905,Service,10.312556685782857,103.18208589727494,113.51208589727494,10.329999999999998
1,7,3880905,3880917,Service,10.312556685782857,123.8246425830578,134.16130924972447,10.336666666666673
1,8,3880917,3880612,Service,10.315347370477346,144.47665662020182,154.82665662020182,10.349999999999994
1,9,3880612,3889606,Service,10.309766001088366,165.1364226212902,175.4664226212902,10.330000000000013
1,10,3889606,3885437,Service,10.304184631699387,185.7706072529896,196.11394058632294,10.343333333333334
1,11,3885437,0,Return to Base,12.41952363012265,,,
