Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3883341,Service,11.199994418630611,0.0,10.113333333333333,10.113333333333333
1,2,3883341,3877192,Service,10.089301910223673,20.202635243556998,30.329301910223666,10.126666666666669
1,3,3877192,3883897,Service,10.089301910223673,40.41860382044733,50.53193715378066,10.11333333333333
1,4,3883897,3883874,Service,10.089301910223673,60.62123906400433,70.73457239733766,10.11333333333333
1,5,3883874,3883290,Service,10.089301910223673,80.82387430756133,90.93720764089466,10.11333333333333
1,6,3883290,0,Return to Base,11.199994418630611,,,
2,1,0,3883536,Service,11.199994418630611,0.0,10.213333333333333,10.213333333333333
2,2,3883536,3883518,Service,10.13395286533551,20.347286198668854,30.560619532002185,10.213333333333331
2,3,3883518,3883405,Service,10.13395286533551,40.69457239733771,50.90790573067104,10.213333333333331
2,4,3883405,3877211,Service,10.13395286533551,61.04185859600656,71.16852526267323,10.126666666666665
2,5,3877211,0,Return to Base,11.199994418630611,,,
