Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3882119,Service,10.851158831819387,0.0,10.35,10.35
1,2,3882119,3891481,Service,10.348835586811225,20.698835586811214,31.048835586811215,10.350000000000001
1,3,3891481,3877644,Service,10.340463532727755,41.389299119538975,51.72263245287231,10.333333333333336
1,4,3877644,3882117,Service,10.340463532727755,62.063095985600086,72.37642931893342,10.313333333333333
1,5,3882117,0,Return to Base,10.828833354263468,,,
2,1,0,3877851,Service,10.851158831819387,0.0,10.34,10.34
2,2,3877851,3873551,Service,10.326510109255306,20.666510109255317,31.003176775921983,10.336666666666666
2,3,3873551,3877855,Service,10.326510109255306,41.329686885177296,51.6696868851773,10.340000000000003
2,4,3877855,3877886,Service,10.346044902116734,62.015731787294044,72.37573178729404,10.36
2,5,3877886,0,Return to Base,10.81767061548551,,,
