Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3877114,Service,11.174878256380202,1.7763568394002505e-15,10.160000000000002,10.16
1,2,3877114,3885819,Service,10.103255333696122,20.263255333696122,30.386588667029457,10.123333333333335
1,3,3885819,3880924,Service,10.103255333696122,40.48984400072559,50.73317733405892,10.243333333333332
1,4,3880924,3880702,Service,10.12837149594653,60.86154883000547,71.1048821633388,10.243333333333332
1,5,3880702,0,Return to Base,11.174878256380202,,,
2,1,0,3886559,Service,11.174878256380202,1.7763568394002505e-15,10.243333333333336,10.243333333333334
2,2,3886559,3877142,Service,10.12837149594653,20.37170482927987,30.47170482927987,10.099999999999998
2,3,3877142,3877108,Service,10.083720540834694,40.55542537011456,50.71542537011456,10.159999999999997
2,4,3877108,3880711,Service,10.12837149594653,60.843796866061105,71.08713019939444,10.243333333333332
2,5,3880711,0,Return to Base,11.174878256380202,,,
