CD_ORDER,CD_MISSION,NM_PRIORITY,TP_MISSION,DSC_MISSION,UDC,OID_STACKED_UDC,OID_FORKLIFT,FROM_X,FROM_Y,FROM_Z,AREA_FROM,TP_AREA_FROM,DSC_AREA_FROM,BEAM_FROM,AREA_TO,TP_AREA_TO,DSC_AREA_TO,BEAM_TO,TO_X,TO_Y,TO_Z,DT_INSERT,DT_START,DT_UPDATE,DIFF,OID_ORDER_R_BEAM,OID_ORDER,OID_ORDER_R,OID_ARTICLE,OID_BATCH,QTY_TO_PICK,NM_ENTIRE,NM_TOTAL,CD_ARTICLE,DSC_ARTICLE,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO
2562120265,"3,913,919",6,60,POSIZIONAMENTO INTERI,2,"3,805,377",8,"265,465","858,321",0,M1-CC-01,STOCK,MAGAZZINO COPERTO,4,M1-BO-181,S_CO,BOX PRONTI CONTAINER,1,"218,901","723,118",0,9/11/2022 18:11,9/11/2022 18:13,9/11/2022 18:17,4,"1,385,938","1,305,690","40,282,573","1,728,473","461,863",0,9,9,765417,ONYX&MORE GOLDEN PORPHYRY STR 80X180 RET,"2,304",,4,9/11/2022 18:16,2
2562120265,"3,913,936",6,60,POSIZIONAMENTO INTERI,2,"3,805,385",8,"265,465","858,321",0,M1-CC-01,STOCK,MAGAZZINO COPERTO,4,M1-BO-181,S_CO,BOX PRONTI CONTAINER,1,"218,901","723,118",0,9/11/2022 18:16,9/11/2022 18:17,9/11/2022 18:21,3,"1,385,938","1,305,690","40,282,573","1,728,473","461,863",0,9,9,765417,ONYX&MORE GOLDEN PORPHYRY STR 80X180 RET,"2,304",,4,9/11/2022 18:19,1
2562120265,"3,913,944",6,60,POSIZIONAMENTO INTERI,1,"3,805,392",8,"265,465","858,321",0,M1-CC-01,STOCK,MAGAZZINO COPERTO,4,M1-BO-181,S_CO,BOX PRONTI CONTAINER,1,"218,901","723,118",0,9/11/2022 18:19,9/11/2022 18:21,9/11/2022 18:23,3,"1,385,938","1,305,690","40,282,573","1,728,473","461,863",0,9,9,765417,ONYX&MORE GOLDEN PORPHYRY STR 80X180 RET,"2,304",,4,9/11/2022 18:22,1
2562120467,"3,913,299",5,15,CARICO DA MAG AUTO,1,"3,804,835",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,0,STOCK,0,-,900,14,4,9/11/2022 14:42,9/11/2022 14:51,9/11/2022 14:53,1,"1,385,835","1,306,130",0,0,0,0,1,1,755711,MATIÈRES DE REX SABLE 40X80 RET,398,600,1,9/11/2022 14:52,0
2562120467,"3,913,299",5,15,CARICO DA MAG AUTO,1,"3,804,835",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,0,STOCK,0,-,900,14,4,9/11/2022 14:42,9/11/2022 14:51,9/11/2022 14:53,1,"1,385,835","1,306,130",0,0,0,0,1,1,755713,MATIÈRES DE REX GRIS 40X80 RET,398,600,1,9/11/2022 14:52,0
2562120903,"3,913,109",6,60,POSIZIONAMENTO INTERI,2,"3,805,320",64,"190,015","260,003",0,M0-C70-03,STOCK,PIAZZALE NUOVO,18,M3-BO-101,S_CO,BOX PRONTI CONTAINER,8,"257,068","426,988",0,9/11/2022 13:58,9/11/2022 17:43,9/11/2022 17:53,10,"1,385,740","1,309,681","40,288,915","1,154,350","177,323",0,2,2,756259,STONES 2.0 BURL WHITE GLOSSY 30X60 RET,"5,806",,1,9/11/2022 17:46,3
2562120903,"3,913,471",5,15,CARICO DA MAG AUTO,1,"3,804,998",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-101,S_CO,BOX PRONTI CONTAINER,8,"257,068","426,988",0,9/11/2022 15:26,9/11/2022 15:33,9/11/2022 15:34,1,"1,385,865","1,309,681",0,0,0,0,1,1,742105,STONES 2.0 BURL GRAY MATTE 30X60 RETT,985,820,1,9/11/2022 15:33,0
2562120903,"3,913,558",5,15,CARICO DA MAG AUTO,1,"3,805,116",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-101,S_CO,BOX PRONTI CONTAINER,8,"257,068","426,988",0,9/11/2022 15:57,9/11/2022 16:29,9/11/2022 16:30,1,"1,385,884","1,309,681",0,0,0,0,1,1,742105,STONES 2.0 BURL GRAY MATTE 30X60 RETT,491,500,1,9/11/2022 16:29,0
2562120903,"3,913,558",5,15,CARICO DA MAG AUTO,1,"3,805,116",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-101,S_CO,BOX PRONTI CONTAINER,8,"257,068","426,988",0,9/11/2022 15:57,9/11/2022 16:29,9/11/2022 16:30,1,"1,385,884","1,309,681",0,0,0,0,1,1,756259,STONES 2.0 BURL WHITE GLOSSY 30X60 RET,491,500,1,9/11/2022 16:29,0
2562120914,"3,913,232",8,61,POSIZIONAMENTO DA STOCK A PICK_FTR,1,"3,804,840",45,"284,614","821,799",0,M1-CJ-04,STOCK,MAGAZZINO COPERTO,2,M1-PICK-P9,PICK_FTR,PICKING MANUALE M1,1,"233,414","747,220",0,9/11/2022 14:24,9/11/2022 14:45,9/11/2022 14:54,9,"1,385,437","1,306,408","40,283,639","185,245","463,248",2,0,1,735919,NEUTRA 6.0 01 BIANCO 80X180 RETT,"1,187",425,4,9/11/2022 14:53,8
2562120914,"3,913,658",0,63,POSIZIONAMENTO DA PICK_CLD A BOX,1,"3,805,236",45,"233,346","745,714",0,M1-PICK-F9,PICK_CLD,PICKING MANUALE M1,1,M3-BO-520,S_CA,BOX PRONTI CAMION,4,"410,053","413,692",0,9/11/2022 16:47,9/11/2022 17:07,9/11/2022 17:16,10,"1,385,896","1,306,408",0,0,0,0,1,1,735919,NEUTRA 6.0 01 BIANCO 80X180 RETT,119,205,4,9/11/2022 17:15,9
2562121346,"3,912,718",8,15,CARICO DA MAG AUTO,1,"3,804,338",34,"241,569","416,461",0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0,STOCK,0,-,902,15,2,9/11/2022 11:34,9/11/2022 11:36,9/11/2022 11:44,8,"1,385,631","1,306,865",0,0,0,0,1,1,755727,MATIÈRES DE REX NUAGE 60X60 RET,23,240,7,9/11/2022 11:43,8
2562121493,"3,912,172",6,60,POSIZIONAMENTO INTERI,1,"3,803,984",58,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-480,S_CA,BOX PRONTI CAMION,14,"401,882","425,747",0,9/11/2022 8:23,9/11/2022 9:42,9/11/2022 9:49,6,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 9:45,3
2562121493,"3,912,299",5,15,CARICO DA MAG AUTO,1,"3,803,935",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-480,S_CA,BOX PRONTI CAMION,14,"401,882","425,747",0,9/11/2022 9:14,9/11/2022 9:21,9/11/2022 9:23,2,"1,385,492","1,307,055",0,0,0,0,1,1,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"1,190","1,020",1,9/11/2022 9:21,1
2562121493,"3,912,301",5,15,CARICO DA MAG AUTO,1,"3,803,942",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-480,S_CA,BOX PRONTI CAMION,14,"401,882","425,747",0,9/11/2022 9:16,9/11/2022 9:23,9/11/2022 9:26,3,"1,385,493","1,307,055",0,0,0,0,1,1,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"1,190","1,000",1,9/11/2022 9:24,1
2562121493,"3,912,306",5,15,CARICO DA MAG AUTO,1,"3,803,945",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-480,S_CA,BOX PRONTI CAMION,14,"401,882","425,747",0,9/11/2022 9:18,9/11/2022 9:26,9/11/2022 9:28,3,"1,385,494","1,307,055",0,0,0,0,1,1,756549,STONES 2.0 AR.WHITE MAT.6MM 60X120 RET,938,760,1,9/11/2022 9:27,1
2562121493,"3,912,350",5,15,CARICO DA MAG AUTO,1,"3,803,977",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-480,S_CA,BOX PRONTI CAMION,14,"401,882","425,747",0,9/11/2022 9:40,9/11/2022 9:41,9/11/2022 9:43,2,"1,385,500","1,307,055",0,0,0,0,1,1,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"1,190","1,060",1,9/11/2022 9:41,1
2562121493,"3,912,353",5,15,CARICO DA MAG AUTO,1,"3,803,982",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-480,S_CA,BOX PRONTI CAMION,14,"401,882","425,747",0,9/11/2022 9:42,9/11/2022 9:43,9/11/2022 9:45,3,"1,385,501","1,307,055",0,0,0,0,1,1,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"1,190","1,020",1,9/11/2022 9:44,1
2562121493,"3,912,355",5,15,CARICO DA MAG AUTO,1,"3,803,987",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-480,S_CA,BOX PRONTI CAMION,14,"401,882","425,747",0,9/11/2022 9:43,9/11/2022 9:45,9/11/2022 9:48,3,"1,385,502","1,307,055",0,0,0,0,1,1,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"1,190","1,020",1,9/11/2022 9:46,1
2562121493,"3,912,363",6,60,POSIZIONAMENTO INTERI,1,"3,804,005",58,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-480,S_CA,BOX PRONTI CAMION,14,"401,882","425,747",0,9/11/2022 9:46,9/11/2022 9:49,9/11/2022 9:53,5,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 9:51,2
2562121493,"3,912,364",8,15,CARICO DA MAG AUTO,1,"3,804,000",34,"241,569","416,461",0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-480,S_CA,BOX PRONTI CAMION,9,"401,424","418,762",0,9/11/2022 9:46,9/11/2022 9:48,9/11/2022 9:52,4,"1,385,504","1,307,055",0,0,0,0,1,1,756223,STONES 2.0 ARABESC.WHITE GLOSSY 40X80 RT,513,600,1,9/11/2022 9:50,2
2562121493,"3,912,382",6,60,POSIZIONAMENTO INTERI,1,"3,804,021",58,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-480,S_CA,BOX PRONTI CAMION,9,"401,424","418,762",0,9/11/2022 9:51,9/11/2022 9:53,9/11/2022 9:58,5,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 9:56,3
2562121493,"3,912,394",8,15,CARICO DA MAG AUTO,1,"3,804,027",34,"241,569","416,461",0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-480,S_CA,BOX PRONTI CAMION,9,"401,424","418,762",0,9/11/2022 9:56,9/11/2022 9:57,9/11/2022 9:59,2,"1,385,508","1,307,055",0,0,0,0,1,1,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"1,190","1,020",1,9/11/2022 9:57,1
2562121493,"3,912,397",6,60,POSIZIONAMENTO INTERI,1,"3,804,057",24,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-480,S_CA,BOX PRONTI CAMION,9,"401,424","418,762",0,9/11/2022 9:56,9/11/2022 10:04,9/11/2022 10:10,7,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 10:07,3
2562121493,"3,912,401",8,15,CARICO DA MAG AUTO,1,"3,804,038",34,"241,569","416,461",0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-480,S_CA,BOX PRONTI CAMION,9,"401,424","418,762",0,9/11/2022 9:58,9/11/2022 10:01,9/11/2022 10:03,2,"1,385,510","1,307,055",0,0,0,0,1,1,756549,STONES 2.0 AR.WHITE MAT.6MM 60X120 RET,938,760,1,9/11/2022 10:02,1
2562121493,"3,912,409",8,15,CARICO DA MAG AUTO,1,"3,804,049",34,"241,569","416,461",0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-480,S_CA,BOX PRONTI CAMION,9,"401,424","418,762",0,9/11/2022 10:02,9/11/2022 10:05,9/11/2022 10:08,3,"1,385,513","1,307,055",0,0,0,0,1,1,756248,STONES 2.0 ARABESC.WHITE MATTE 30X60 RET,955,760,1,9/11/2022 10:06,1
2562121493,"3,912,431",6,60,POSIZIONAMENTO INTERI,1,"3,804,074",24,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-480,S_CA,BOX PRONTI CAMION,9,"401,424","418,762",0,9/11/2022 10:07,9/11/2022 10:11,9/11/2022 10:16,5,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 10:13,2
2562121493,"3,912,469",6,60,POSIZIONAMENTO INTERI,1,"3,804,088",24,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-480,S_CA,BOX PRONTI CAMION,9,"401,424","418,762",0,9/11/2022 10:13,9/11/2022 10:16,9/11/2022 10:22,6,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 10:18,2
2562121493,"3,912,490",6,60,POSIZIONAMENTO INTERI,1,"3,804,208",95,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-241,S_CA,BOX PRONTI CAMION,10,"343,000","434,325",0,9/11/2022 10:19,9/11/2022 10:57,9/11/2022 11:03,6,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 11:00,3
2562121493,"3,912,541",8,15,CARICO DA MAG AUTO,1,"3,804,138",34,"241,569","416,461",0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-480,S_CA,BOX PRONTI CAMION,14,"401,882","425,747",0,9/11/2022 10:32,9/11/2022 10:35,9/11/2022 10:37,2,"1,385,570","1,307,055",0,0,0,0,1,1,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"1,190","1,000",1,9/11/2022 10:36,1
2562121493,"3,912,614",6,60,POSIZIONAMENTO INTERI,1,"3,804,223",95,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-241,S_CA,BOX PRONTI CAMION,10,"343,000","434,325",0,9/11/2022 11:00,9/11/2022 11:03,9/11/2022 11:11,8,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 11:06,3
2562121493,"3,912,628",6,60,POSIZIONAMENTO INTERI,1,"3,804,240",95,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-241,S_CA,BOX PRONTI CAMION,10,"343,000","434,325",0,9/11/2022 11:06,9/11/2022 11:11,9/11/2022 11:15,4,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 11:12,0
2562121493,"3,912,645",6,60,POSIZIONAMENTO INTERI,1,"3,804,255",95,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-241,S_CA,BOX PRONTI CAMION,10,"343,000","434,325",0,9/11/2022 11:12,9/11/2022 11:15,9/11/2022 11:19,5,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 11:17,2
2562121493,"3,912,659",6,60,POSIZIONAMENTO INTERI,1,"3,804,270",95,"91,391","327,752",0,M0-D88-08,STOCK,PIAZZALE NUOVO,5,M3-BO-241,S_CA,BOX PRONTI CAMION,10,"343,000","434,325",0,9/11/2022 11:17,9/11/2022 11:19,9/11/2022 11:28,9,"1,385,441","1,307,055","40,284,764","1,154,282","179,226",0,11,11,756209,STONES 2.0 ARABESC.WHITE MATTE 80X80 RET,"2,381",,1,9/11/2022 11:21,2
2562121493,"3,912,666",8,15,CARICO DA MAG AUTO,1,"3,804,274",64,"241,569","416,461",0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0,STOCK,0,-,900,8,5,9/11/2022 11:20,9/11/2022 11:21,9/11/2022 11:23,2,"1,385,616","1,307,055",0,0,0,0,1,1,756549,STONES 2.0 AR.WHITE MAT.6MM 60X120 RET,563,650,1,9/11/2022 11:22,1
2562121493,"3,912,702",8,15,CARICO DA MAG AUTO,1,"3,804,311",64,"241,569","416,461",0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0,STOCK,0,-,909,5,5,9/11/2022 11:31,9/11/2022 11:32,9/11/2022 11:34,3,"1,385,625","1,307,055",0,0,0,0,1,1,756223,STONES 2.0 ARABESC.WHITE GLOSSY 40X80 RT,893,900,1,9/11/2022 11:33,1
2562121493,"3,912,711",8,15,CARICO DA MAG AUTO,1,"3,804,315",34,"241,569","416,461",0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-241,S_CA,BOX PRONTI CAMION,10,"343,000","434,325",0,9/11/2022 11:33,9/11/2022 11:34,9/11/2022 11:36,2,"1,385,626","1,307,055",0,0,0,0,1,1,756255,STONES 2.0 ARABESC.WHITE GLOSSY 30X60 RT,406,520,1,9/11/2022 11:34,1
2562121493,"3,912,711",8,15,CARICO DA MAG AUTO,1,"3,804,315",34,"241,569","416,461",0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,M3-BO-241,S_CA,BOX PRONTI CAMION,10,"343,000","434,325",0,9/11/2022 11:33,9/11/2022 11:34,9/11/2022 11:36,2,"1,385,626","1,307,055",0,0,0,0,1,1,756248,STONES 2.0 ARABESC.WHITE MATTE 30X60 RET,406,520,1,9/11/2022 11:34,1
2562121493,"3,913,305",8,61,POSIZIONAMENTO DA STOCK A PICK_FTR,1,"3,804,890",45,"275,999","822,323",0,M1-CJ-03,STOCK,MAGAZZINO COPERTO,1,M1-PIK-P10,PICK_FTR,PICKING MANUALE M1,1,"236,034","747,455",0,9/11/2022 14:44,9/11/2022 14:54,9/11/2022 15:09,15,"1,385,439","1,307,055","40,284,761","1,154,411","169,561",4,0,1,756203,STONES 2.0 ARABESC.WHITE GLOSSY 80X180RT,0,178,4,9/11/2022 15:07,13
2562121493,"3,913,628",0,63,POSIZIONAMENTO DA PICK_CLD A BOX,1,"3,805,251",45,"235,943","745,770",0,M1-PIK-F10,PICK_CLD,PICKING MANUALE M1,1,M3-BO-520,S_CA,BOX PRONTI CAMION,12,"411,131","430,458",0,9/11/2022 16:34,9/11/2022 17:21,9/11/2022 17:23,2,"1,385,887","1,307,055",0,0,0,0,1,1,756203,STONES 2.0 ARABESC.WHITE GLOSSY 80X180RT,276,260,4,9/11/2022 17:22,2
2562121495,"3,912,132",5,15,CARICO DA MAG AUTO,1,"3,803,761",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,0,STOCK,0,-,900,6,5,9/11/2022 8:08,9/11/2022 8:09,9/11/2022 8:11,2,"1,385,430","1,307,056",0,0,0,0,1,1,756684,STONES 2.0 AR.WHITE MAT.MOSAICO 5X5,575,760,1,9/11/2022 8:10,1
2562121495,"3,912,136",5,15,CARICO DA MAG AUTO,1,"3,803,763",34,"246,340","425,843",0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,0,STOCK,0,-,908,5,5,9/11/2022 8:09,9/11/2022 8:11,9/11/2022 8:12,2,"1,385,431","1,307,056",0,0,0,0,1,1,756684,STONES 2.0 AR.WHITE MAT.MOSAICO 5X5,518,760,1,9/11/2022 8:11,1
