CD_MISSION,NM_PRIORITY,OID_FORKLIFT,FROM_X,FROM_Y,TO_X,TO_Y,DT_INSERT,DT_START,DT_UPDATE,DIFF,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO,FROM_Z,TO_Z
"4,247,642",5,95,"246,340","425,843","205,540","369,755",6/1/2023 10:57,6/1/2023 11:03,6/1/2023 11:07,4,531,620,1,6/1/2023 11:03,0,0,0
"4,247,646",5,34,"246,340","425,843",901,11,6/1/2023 10:59,6/1/2023 11:04,6/1/2023 11:07,3,21,200,7,6/1/2023 11:05,1,0,0
"4,247,669",8,95,"241,569","416,461",902,7,6/1/2023 11:05,6/1/2023 11:07,6/1/2023 11:08,1,341,450,1,6/1/2023 11:07,0,0,0
"4,247,669",8,95,"241,569","416,461",902,7,6/1/2023 11:05,6/1/2023 11:07,6/1/2023 11:08,1,341,450,1,6/1/2023 11:07,0,0,0
"4,247,650",5,34,"246,340","425,843",906,11,6/1/2023 11:00,6/1/2023 11:07,6/1/2023 11:09,2,64,280,1,6/1/2023 11:07,1,0,0
"4,247,650",5,34,"246,340","425,843",906,11,6/1/2023 11:00,6/1/2023 11:07,6/1/2023 11:09,2,64,280,1,6/1/2023 11:07,1,0,0
"4,247,674",8,95,"241,569","416,461",905,11,6/1/2023 11:07,6/1/2023 11:08,6/1/2023 11:09,1,326,390,1,6/1/2023 11:08,1,0,0
"4,247,674",8,95,"241,569","416,461",905,11,6/1/2023 11:07,6/1/2023 11:08,6/1/2023 11:09,1,326,390,1,6/1/2023 11:08,1,0,0
"4,247,652",5,34,"246,340","425,843",908,11,6/1/2023 11:00,6/1/2023 11:09,6/1/2023 11:11,2,156,320,1,6/1/2023 11:10,1,0,0
"4,247,652",5,34,"246,340","425,843",908,11,6/1/2023 11:00,6/1/2023 11:09,6/1/2023 11:11,2,156,320,1,6/1/2023 11:10,1,0,0
"4,247,655",5,95,"246,340","425,843","347,161","432,690",6/1/2023 11:01,6/1/2023 11:09,6/1/2023 11:11,2,938,760,1,6/1/2023 11:09,1,0,0
"4,247,655",5,95,"246,340","425,843","347,161","432,690",6/1/2023 11:01,6/1/2023 11:09,6/1/2023 11:11,2,938,760,1,6/1/2023 11:09,1,0,0
"4,247,656",5,95,"246,340","425,843",905,12,6/1/2023 11:02,6/1/2023 11:11,6/1/2023 11:13,2,31,210,1,6/1/2023 11:12,1,0,0
"4,247,656",5,95,"246,340","425,843",905,12,6/1/2023 11:02,6/1/2023 11:11,6/1/2023 11:13,2,31,210,1,6/1/2023 11:12,1,0,0
"4,247,659",5,34,"246,340","425,843",905,11,6/1/2023 11:02,6/1/2023 11:11,6/1/2023 11:13,2,188,340,1,6/1/2023 11:12,1,0,0
"4,247,659",5,34,"246,340","425,843",905,11,6/1/2023 11:02,6/1/2023 11:11,6/1/2023 11:13,2,188,340,1,6/1/2023 11:12,1,0,0
"4,247,662",5,95,"246,340","425,843",905,12,6/1/2023 11:03,6/1/2023 11:13,6/1/2023 11:15,2,48,290,1,6/1/2023 11:13,0,0,0
"4,247,662",5,95,"246,340","425,843",905,12,6/1/2023 11:03,6/1/2023 11:13,6/1/2023 11:15,2,48,290,1,6/1/2023 11:13,0,0,0
"4,247,665",5,34,"246,340","425,843",900,15,6/1/2023 11:04,6/1/2023 11:13,6/1/2023 11:18,4,232,400,1,6/1/2023 11:14,1,0,0
"4,247,665",5,34,"246,340","425,843",900,15,6/1/2023 11:04,6/1/2023 11:13,6/1/2023 11:18,4,232,400,1,6/1/2023 11:14,1,0,0
"4,247,671",5,95,"246,340","425,843",904,11,6/1/2023 11:06,6/1/2023 11:15,6/1/2023 11:17,2,23,240,7,6/1/2023 11:16,1,0,0
"4,247,680",5,95,"246,340","425,843",908,13,6/1/2023 11:10,6/1/2023 11:17,6/1/2023 11:19,2,581,600,1,6/1/2023 11:18,0,0,0
"4,247,680",5,95,"246,340","425,843",908,13,6/1/2023 11:10,6/1/2023 11:17,6/1/2023 11:19,2,581,600,1,6/1/2023 11:18,0,0,0
"4,247,680",5,95,"246,340","425,843",908,13,6/1/2023 11:10,6/1/2023 11:17,6/1/2023 11:19,2,581,600,1,6/1/2023 11:18,0,0,0
"4,247,680",5,95,"246,340","425,843",908,13,6/1/2023 11:10,6/1/2023 11:17,6/1/2023 11:19,2,581,600,1,6/1/2023 11:18,0,0,0
"4,247,685",5,34,"246,340","425,843",904,11,6/1/2023 11:11,6/1/2023 11:18,6/1/2023 11:20,2,25,340,1,6/1/2023 11:18,1,0,0
"4,247,685",5,34,"246,340","425,843",904,11,6/1/2023 11:11,6/1/2023 11:18,6/1/2023 11:20,2,25,340,1,6/1/2023 11:18,1,0,0
"4,247,689",5,95,"246,340","425,843","276,473","427,156",6/1/2023 11:13,6/1/2023 11:19,6/1/2023 11:21,2,"1,011","1,000",1,6/1/2023 11:20,1,0,0
"4,247,689",5,95,"246,340","425,843","276,473","427,156",6/1/2023 11:13,6/1/2023 11:19,6/1/2023 11:21,2,"1,011","1,000",1,6/1/2023 11:20,1,0,0
"4,247,693",5,34,"246,340","425,843",905,12,6/1/2023 11:15,6/1/2023 11:20,6/1/2023 11:23,3,8,200,7,6/1/2023 11:22,2,0,0
"4,247,693",5,34,"246,340","425,843",905,12,6/1/2023 11:15,6/1/2023 11:20,6/1/2023 11:23,3,8,200,7,6/1/2023 11:22,2,0,0
"4,247,696",5,95,"246,340","425,843","276,265","424,364",6/1/2023 11:17,6/1/2023 11:21,6/1/2023 11:22,1,853,780,1,6/1/2023 11:21,0,0,0
"4,247,696",5,95,"246,340","425,843","276,265","424,364",6/1/2023 11:17,6/1/2023 11:21,6/1/2023 11:22,1,853,780,1,6/1/2023 11:21,0,0,0
"4,247,699",5,95,"246,340","425,843","205,540","369,755",6/1/2023 11:18,6/1/2023 11:22,6/1/2023 11:24,2,531,600,1,6/1/2023 11:23,0,0,0
"4,247,699",5,95,"246,340","425,843","205,540","369,755",6/1/2023 11:18,6/1/2023 11:22,6/1/2023 11:24,2,531,600,1,6/1/2023 11:23,0,0,0
"4,247,701",5,34,"246,340","425,843",908,9,6/1/2023 11:19,6/1/2023 11:23,6/1/2023 11:46,23,31,240,1,6/1/2023 11:45,22,0,0
"4,247,703",5,95,"246,340","425,843",900,13,6/1/2023 11:20,6/1/2023 11:24,6/1/2023 11:26,2,31,240,1,6/1/2023 11:25,1,0,0
"4,247,703",5,95,"246,340","425,843",900,13,6/1/2023 11:20,6/1/2023 11:24,6/1/2023 11:26,2,31,240,1,6/1/2023 11:25,1,0,0
"4,247,707",5,95,"246,340","425,843",909,1,6/1/2023 11:22,6/1/2023 11:26,6/1/2023 11:28,2,357,480,1,6/1/2023 11:27,1,0,0
"4,247,707",5,95,"246,340","425,843",909,1,6/1/2023 11:22,6/1/2023 11:26,6/1/2023 11:28,2,357,480,1,6/1/2023 11:27,1,0,0
"4,247,710",5,95,"246,340","425,843",908,14,6/1/2023 11:22,6/1/2023 11:28,6/1/2023 11:31,2,407,540,1,6/1/2023 11:29,1,0,0
"4,247,710",5,95,"246,340","425,843",908,14,6/1/2023 11:22,6/1/2023 11:28,6/1/2023 11:31,2,407,540,1,6/1/2023 11:29,1,0,0
"4,247,712",5,95,"246,340","425,843","205,540","369,755",6/1/2023 11:23,6/1/2023 11:31,6/1/2023 11:32,2,531,620,1,6/1/2023 11:31,0,0,0
"4,247,712",5,95,"246,340","425,843","205,540","369,755",6/1/2023 11:23,6/1/2023 11:31,6/1/2023 11:32,2,531,620,1,6/1/2023 11:31,0,0,0
"4,247,719",5,95,"246,340","425,843",908,14,6/1/2023 11:26,6/1/2023 11:32,6/1/2023 11:34,2,246,580,1,6/1/2023 11:33,1,0,0
"4,247,719",5,95,"246,340","425,843",908,14,6/1/2023 11:26,6/1/2023 11:32,6/1/2023 11:34,2,246,580,1,6/1/2023 11:33,1,0,0
"4,247,724",5,95,"246,340","425,843",902,10,6/1/2023 11:28,6/1/2023 11:34,6/1/2023 11:36,2,125,320,1,6/1/2023 11:35,1,0,0
"4,247,724",5,95,"246,340","425,843",902,10,6/1/2023 11:28,6/1/2023 11:34,6/1/2023 11:36,2,125,320,1,6/1/2023 11:35,1,0,0
"4,247,726",5,95,"246,340","425,843",903,10,6/1/2023 11:29,6/1/2023 11:36,6/1/2023 11:37,1,149,360,1,6/1/2023 11:37,1,0,0
"4,247,726",5,95,"246,340","425,843",903,10,6/1/2023 11:29,6/1/2023 11:36,6/1/2023 11:37,1,149,360,1,6/1/2023 11:37,1,0,0
"4,247,727",5,95,"246,340","425,843",904,10,6/1/2023 11:31,6/1/2023 11:37,6/1/2023 11:39,2,85,290,1,6/1/2023 11:38,1,0,0
"4,247,727",5,95,"246,340","425,843",904,10,6/1/2023 11:31,6/1/2023 11:37,6/1/2023 11:39,2,85,290,1,6/1/2023 11:38,1,0,0
"4,247,728",5,95,"246,340","425,843",905,4,6/1/2023 11:34,6/1/2023 11:39,6/1/2023 11:41,1,766,"1,020",1,6/1/2023 11:40,1,0,0
"4,247,728",5,95,"246,340","425,843",905,4,6/1/2023 11:34,6/1/2023 11:39,6/1/2023 11:41,1,766,"1,020",1,6/1/2023 11:40,1,0,0
"4,247,738",5,34,"246,340","425,843",905,15,6/1/2023 11:37,6/1/2023 11:46,6/1/2023 11:48,2,30,260,1,6/1/2023 11:47,1,0,0
"4,247,738",5,34,"246,340","425,843",905,15,6/1/2023 11:37,6/1/2023 11:46,6/1/2023 11:48,2,30,260,1,6/1/2023 11:47,1,0,0
"4,247,740",5,95,"246,340","425,843",904,10,6/1/2023 11:38,6/1/2023 11:47,6/1/2023 11:50,3,94,360,1,6/1/2023 11:49,2,0,0
"4,247,740",5,95,"246,340","425,843",904,10,6/1/2023 11:38,6/1/2023 11:47,6/1/2023 11:50,3,94,360,1,6/1/2023 11:49,2,0,0
"4,247,742",5,34,"246,340","425,843",908,10,6/1/2023 11:40,6/1/2023 11:48,6/1/2023 12:07,19,28,220,1,6/1/2023 12:06,18,0,0
"4,247,742",5,34,"246,340","425,843",908,10,6/1/2023 11:40,6/1/2023 11:48,6/1/2023 12:07,19,28,220,1,6/1/2023 12:06,18,0,0
"4,247,756",5,95,"246,340","425,843",904,10,6/1/2023 11:46,6/1/2023 11:50,6/1/2023 11:51,1,31,200,1,6/1/2023 11:50,0,0,0
"4,247,757",5,95,"246,340","425,843",908,16,6/1/2023 11:46,6/1/2023 11:51,6/1/2023 11:55,4,601,600,1,6/1/2023 11:52,1,0,0
"4,247,762",5,95,"246,340","425,843",908,11,6/1/2023 11:48,6/1/2023 11:55,6/1/2023 11:57,2,396,"1,000",1,6/1/2023 11:56,1,0,0
"4,247,762",5,95,"246,340","425,843",908,11,6/1/2023 11:48,6/1/2023 11:55,6/1/2023 11:57,2,396,"1,000",1,6/1/2023 11:56,1,0,0
"4,247,762",5,95,"246,340","425,843",908,11,6/1/2023 11:48,6/1/2023 11:55,6/1/2023 11:57,2,396,"1,000",1,6/1/2023 11:56,1,0,0
"4,247,762",5,95,"246,340","425,843",908,11,6/1/2023 11:48,6/1/2023 11:55,6/1/2023 11:57,2,396,"1,000",1,6/1/2023 11:56,1,0,0
"4,247,765",5,95,"246,340","425,843",904,10,6/1/2023 11:50,6/1/2023 11:57,6/1/2023 11:59,2,188,340,1,6/1/2023 11:58,1,0,0
"4,247,765",5,95,"246,340","425,843",904,10,6/1/2023 11:50,6/1/2023 11:57,6/1/2023 11:59,2,188,340,1,6/1/2023 11:58,1,0,0
"4,247,769",5,95,"246,340","425,843",901,15,6/1/2023 11:51,6/1/2023 11:59,6/1/2023 12:02,3,313,380,1,6/1/2023 12:00,1,0,0
"4,247,776",5,95,"246,340","425,843",909,6,6/1/2023 11:55,6/1/2023 12:02,6/1/2023 12:05,3,453,500,1,6/1/2023 12:03,1,0,0
"4,247,776",5,95,"246,340","425,843",909,6,6/1/2023 11:55,6/1/2023 12:02,6/1/2023 12:05,3,453,500,1,6/1/2023 12:03,1,0,0
"4,247,798",5,95,"246,340","425,843",908,5,6/1/2023 11:57,6/1/2023 12:05,6/1/2023 12:07,2,783,760,1,6/1/2023 12:05,0,0,0
"4,247,798",5,95,"246,340","425,843",908,5,6/1/2023 11:57,6/1/2023 12:05,6/1/2023 12:07,2,783,760,1,6/1/2023 12:05,0,0,0
"4,247,798",5,95,"246,340","425,843",908,5,6/1/2023 11:57,6/1/2023 12:05,6/1/2023 12:07,2,783,760,1,6/1/2023 12:05,0,0,0
"4,247,798",5,95,"246,340","425,843",908,5,6/1/2023 11:57,6/1/2023 12:05,6/1/2023 12:07,2,783,760,1,6/1/2023 12:05,0,0,0
"4,247,828",5,95,"246,340","425,843",901,15,6/1/2023 11:59,6/1/2023 12:07,6/1/2023 12:08,1,125,300,1,6/1/2023 12:07,0,0,0
"4,247,828",5,95,"246,340","425,843",901,15,6/1/2023 11:59,6/1/2023 12:07,6/1/2023 12:08,1,125,300,1,6/1/2023 12:07,0,0,0
"4,247,836",5,34,"246,340","425,843",906,11,6/1/2023 12:01,6/1/2023 12:07,6/1/2023 12:09,2,219,340,1,6/1/2023 12:08,1,0,0
"4,247,840",5,95,"246,340","425,843",908,16,6/1/2023 12:04,6/1/2023 12:08,6/1/2023 12:17,9,427,560,1,6/1/2023 12:09,1,0,0
"4,247,840",5,95,"246,340","425,843",908,16,6/1/2023 12:04,6/1/2023 12:08,6/1/2023 12:17,9,427,560,1,6/1/2023 12:09,1,0,0
"4,247,840",5,95,"246,340","425,843",908,16,6/1/2023 12:04,6/1/2023 12:08,6/1/2023 12:17,9,427,560,1,6/1/2023 12:09,1,0,0
"4,247,840",5,95,"246,340","425,843",908,16,6/1/2023 12:04,6/1/2023 12:08,6/1/2023 12:17,9,427,560,1,6/1/2023 12:09,1,0,0
"4,247,841",5,34,"246,340","425,843",909,1,6/1/2023 12:06,6/1/2023 12:09,6/1/2023 12:11,2,232,480,1,6/1/2023 12:10,1,0,0
"4,247,841",5,34,"246,340","425,843",909,1,6/1/2023 12:06,6/1/2023 12:09,6/1/2023 12:11,2,232,480,1,6/1/2023 12:10,1,0,0
"4,247,843",5,34,"246,340","425,843",906,12,6/1/2023 12:07,6/1/2023 12:11,6/1/2023 12:21,10,125,320,1,6/1/2023 12:15,3,0,0
"4,247,843",5,34,"246,340","425,843",906,12,6/1/2023 12:07,6/1/2023 12:11,6/1/2023 12:21,10,125,320,1,6/1/2023 12:15,3,0,0
"4,247,844",5,95,"246,340","425,843",902,13,6/1/2023 12:08,6/1/2023 12:17,6/1/2023 12:21,4,516,580,1,6/1/2023 12:19,3,0,0
"4,247,844",5,95,"246,340","425,843",902,13,6/1/2023 12:08,6/1/2023 12:17,6/1/2023 12:21,4,516,580,1,6/1/2023 12:19,3,0,0
"4,247,847",5,95,"246,340","425,843",902,7,6/1/2023 12:09,6/1/2023 12:21,6/1/2023 12:23,3,313,460,1,6/1/2023 12:21,1,0,0
"4,247,847",5,95,"246,340","425,843",902,7,6/1/2023 12:09,6/1/2023 12:21,6/1/2023 12:23,3,313,460,1,6/1/2023 12:21,1,0,0
"4,247,852",5,95,"246,340","425,843",901,16,6/1/2023 12:11,6/1/2023 12:23,6/1/2023 12:29,6,17,400,1,6/1/2023 12:28,5,0,0
"4,247,852",5,95,"246,340","425,843",901,16,6/1/2023 12:11,6/1/2023 12:23,6/1/2023 12:29,6,17,400,1,6/1/2023 12:28,5,0,0
"4,247,856",5,95,"246,340","425,843",907,9,6/1/2023 12:15,6/1/2023 12:30,6/1/2023 12:31,1,188,340,1,6/1/2023 12:30,1,0,0
"4,247,859",5,95,"246,340","425,843",909,4,6/1/2023 12:20,6/1/2023 12:31,6/1/2023 12:33,2,375,480,1,6/1/2023 12:32,1,0,0
"4,247,859",5,95,"246,340","425,843",909,4,6/1/2023 12:20,6/1/2023 12:31,6/1/2023 12:33,2,375,480,1,6/1/2023 12:32,1,0,0
"4,247,865",5,95,"246,340","425,843",902,14,6/1/2023 12:21,6/1/2023 12:33,6/1/2023 12:35,2,563,600,1,6/1/2023 12:33,1,0,0
"4,247,865",5,95,"246,340","425,843",902,14,6/1/2023 12:21,6/1/2023 12:33,6/1/2023 12:35,2,563,600,1,6/1/2023 12:33,1,0,0
"4,247,879",5,95,"246,340","425,843",906,2,6/1/2023 12:29,6/1/2023 12:35,6/1/2023 12:36,2,299,760,1,6/1/2023 12:35,1,0,0
"4,247,879",5,95,"246,340","425,843",906,2,6/1/2023 12:29,6/1/2023 12:35,6/1/2023 12:36,2,299,760,1,6/1/2023 12:35,1,0,0
"4,247,881",5,95,"246,340","425,843",907,10,6/1/2023 12:31,6/1/2023 12:36,6/1/2023 12:39,2,156,360,1,6/1/2023 12:37,1,0,0
"4,247,881",5,95,"246,340","425,843",907,10,6/1/2023 12:31,6/1/2023 12:36,6/1/2023 12:39,2,156,360,1,6/1/2023 12:37,1,0,0
"4,247,881",5,95,"246,340","425,843",907,10,6/1/2023 12:31,6/1/2023 12:36,6/1/2023 12:39,2,156,360,1,6/1/2023 12:37,1,0,0
"4,247,881",5,95,"246,340","425,843",907,10,6/1/2023 12:31,6/1/2023 12:36,6/1/2023 12:39,2,156,360,1,6/1/2023 12:37,1,0,0
"4,247,885",5,95,"246,340","425,843",902,4,6/1/2023 12:32,6/1/2023 12:39,6/1/2023 12:41,2,323,420,1,6/1/2023 12:40,1,0,0
"4,247,885",5,95,"246,340","425,843",902,4,6/1/2023 12:32,6/1/2023 12:39,6/1/2023 12:41,2,323,420,1,6/1/2023 12:40,1,0,0
"4,247,886",5,95,"246,340","425,843",908,12,6/1/2023 12:34,6/1/2023 12:41,6/1/2023 12:42,2,125,300,1,6/1/2023 12:42,1,0,0
"4,247,896",5,95,"246,340","425,843",908,12,6/1/2023 12:41,6/1/2023 12:45,6/1/2023 12:47,2,109,300,1,6/1/2023 12:45,0,0,0
"4,247,896",5,95,"246,340","425,843",908,12,6/1/2023 12:41,6/1/2023 12:45,6/1/2023 12:47,2,109,300,1,6/1/2023 12:45,0,0,0
"4,247,900",5,95,"246,340","425,843","285,808","446,190",6/1/2023 12:42,6/1/2023 12:47,6/1/2023 12:49,2,348,500,1,6/1/2023 12:48,1,0,0
"4,247,900",5,95,"246,340","425,843","285,808","446,190",6/1/2023 12:42,6/1/2023 12:47,6/1/2023 12:49,2,348,500,1,6/1/2023 12:48,1,0,0
"4,247,908",5,95,"246,340","425,843",909,9,6/1/2023 12:46,6/1/2023 12:52,6/1/2023 12:56,4,241,400,1,6/1/2023 12:53,1,0,0
"4,247,908",5,95,"246,340","425,843",909,9,6/1/2023 12:46,6/1/2023 12:52,6/1/2023 12:56,4,241,400,1,6/1/2023 12:53,1,0,0
"4,247,908",5,95,"246,340","425,843",909,9,6/1/2023 12:46,6/1/2023 12:52,6/1/2023 12:56,4,241,400,1,6/1/2023 12:53,1,0,0
"4,247,908",5,95,"246,340","425,843",909,9,6/1/2023 12:46,6/1/2023 12:52,6/1/2023 12:56,4,241,400,1,6/1/2023 12:53,1,0,0
"4,247,912",5,95,"246,340","425,843",905,15,6/1/2023 12:48,6/1/2023 12:56,6/1/2023 12:58,2,156,320,1,6/1/2023 12:57,1,0,0
"4,247,915",5,95,"246,340","425,843",904,9,6/1/2023 12:51,6/1/2023 12:58,6/1/2023 13:00,2,24,200,7,6/1/2023 12:58,1,0,0
"4,247,915",5,95,"246,340","425,843",904,9,6/1/2023 12:51,6/1/2023 12:58,6/1/2023 13:00,2,24,200,7,6/1/2023 12:58,1,0,0
"4,247,917",5,27,"246,340","425,843","279,295","405,959",6/1/2023 12:52,6/1/2023 12:59,6/1/2023 13:02,3,360,600,1,6/1/2023 13:01,2,0,0
"4,247,917",5,27,"246,340","425,843","279,295","405,959",6/1/2023 12:52,6/1/2023 12:59,6/1/2023 13:02,3,360,600,1,6/1/2023 13:01,2,0,0
"4,247,926",5,95,"246,340","425,843","205,540","369,755",6/1/2023 12:57,6/1/2023 13:01,6/1/2023 13:12,11,531,600,1,6/1/2023 13:11,10,0,0
"4,247,926",5,95,"246,340","425,843","205,540","369,755",6/1/2023 12:57,6/1/2023 13:01,6/1/2023 13:12,11,531,600,1,6/1/2023 13:11,10,0,0
"4,247,929",5,27,"246,340","425,843",905,10,6/1/2023 12:59,6/1/2023 13:02,6/1/2023 13:03,1,259,340,1,6/1/2023 13:02,1,0,0
"4,247,929",5,27,"246,340","425,843",905,10,6/1/2023 12:59,6/1/2023 13:02,6/1/2023 13:03,1,259,340,1,6/1/2023 13:02,1,0,0
"4,247,933",5,27,"246,340","425,843","205,540","369,755",6/1/2023 13:01,6/1/2023 13:03,6/1/2023 13:05,2,531,620,1,6/1/2023 13:04,1,0,0
"4,247,933",5,27,"246,340","425,843","205,540","369,755",6/1/2023 13:01,6/1/2023 13:03,6/1/2023 13:05,2,531,620,1,6/1/2023 13:04,1,0,0
"4,247,937",5,27,"246,340","425,843","276,265","424,364",6/1/2023 13:03,6/1/2023 13:05,6/1/2023 13:07,2,853,800,1,6/1/2023 13:06,1,0,0
"4,247,937",5,27,"246,340","425,843","276,265","424,364",6/1/2023 13:03,6/1/2023 13:05,6/1/2023 13:07,2,853,800,1,6/1/2023 13:06,1,0,0
"4,247,939",5,27,"246,340","425,843",904,12,6/1/2023 13:03,6/1/2023 13:07,6/1/2023 13:08,1,114,300,1,6/1/2023 13:07,0,0,0
"4,247,939",5,27,"246,340","425,843",904,12,6/1/2023 13:03,6/1/2023 13:07,6/1/2023 13:08,1,114,300,1,6/1/2023 13:07,0,0,0
"4,247,943",5,27,"246,340","425,843","277,199","436,929",6/1/2023 13:05,6/1/2023 13:08,6/1/2023 13:10,2,"1,155",840,1,6/1/2023 13:09,1,0,0
"4,247,943",5,27,"246,340","425,843","277,199","436,929",6/1/2023 13:05,6/1/2023 13:08,6/1/2023 13:10,2,"1,155",840,1,6/1/2023 13:09,1,0,0
"4,247,946",5,27,"246,340","425,843",905,9,6/1/2023 13:07,6/1/2023 13:10,6/1/2023 13:12,1,188,340,1,6/1/2023 13:11,1,0,0
"4,247,949",5,27,"246,340","425,843",908,13,6/1/2023 13:08,6/1/2023 13:12,6/1/2023 13:13,1,142,320,1,6/1/2023 13:12,1,0,0
"4,247,949",5,27,"246,340","425,843",908,13,6/1/2023 13:08,6/1/2023 13:12,6/1/2023 13:13,1,142,320,1,6/1/2023 13:12,1,0,0
"4,247,951",5,95,"246,340","425,843",902,7,6/1/2023 13:10,6/1/2023 13:12,6/1/2023 13:14,2,298,460,1,6/1/2023 13:13,1,0,0
"4,247,951",5,95,"246,340","425,843",902,7,6/1/2023 13:10,6/1/2023 13:12,6/1/2023 13:14,2,298,460,1,6/1/2023 13:13,1,0,0
"4,247,955",5,27,"246,340","425,843",900,15,6/1/2023 13:11,6/1/2023 13:13,6/1/2023 13:14,1,335,540,1,6/1/2023 13:14,1,0,0
"4,247,955",5,27,"246,340","425,843",900,15,6/1/2023 13:11,6/1/2023 13:13,6/1/2023 13:14,1,335,540,1,6/1/2023 13:14,1,0,0
"4,247,955",5,27,"246,340","425,843",900,15,6/1/2023 13:11,6/1/2023 13:13,6/1/2023 13:14,1,335,540,1,6/1/2023 13:14,1,0,0
"4,247,955",5,27,"246,340","425,843",900,15,6/1/2023 13:11,6/1/2023 13:13,6/1/2023 13:14,1,335,540,1,6/1/2023 13:14,1,0,0
"4,247,956",5,95,"246,340","425,843",908,15,6/1/2023 13:12,6/1/2023 13:14,6/1/2023 13:16,2,50,240,1,6/1/2023 13:15,1,0,0
"4,247,956",5,95,"246,340","425,843",908,15,6/1/2023 13:12,6/1/2023 13:14,6/1/2023 13:16,2,50,240,1,6/1/2023 13:15,1,0,0
"4,247,956",5,95,"246,340","425,843",908,15,6/1/2023 13:12,6/1/2023 13:14,6/1/2023 13:16,2,50,240,1,6/1/2023 13:15,1,0,0
"4,247,956",5,95,"246,340","425,843",908,15,6/1/2023 13:12,6/1/2023 13:14,6/1/2023 13:16,2,50,240,1,6/1/2023 13:15,1,0,0
"4,247,959",5,27,"246,340","425,843",902,4,6/1/2023 13:13,6/1/2023 13:14,6/1/2023 13:16,1,139,420,1,6/1/2023 13:15,1,0,0
"4,247,959",5,27,"246,340","425,843",902,4,6/1/2023 13:13,6/1/2023 13:14,6/1/2023 13:16,1,139,420,1,6/1/2023 13:15,1,0,0
"4,247,961",5,95,"246,340","425,843","205,540","369,755",6/1/2023 13:14,6/1/2023 13:16,6/1/2023 13:17,2,531,600,1,6/1/2023 13:16,1,0,0
"4,247,961",5,95,"246,340","425,843","205,540","369,755",6/1/2023 13:14,6/1/2023 13:16,6/1/2023 13:17,2,531,600,1,6/1/2023 13:16,1,0,0
"4,247,964",5,27,"246,340","425,843",909,13,6/1/2023 13:16,6/1/2023 13:16,6/1/2023 13:18,2,142,340,1,6/1/2023 13:17,1,0,0
"4,247,964",5,27,"246,340","425,843",909,13,6/1/2023 13:16,6/1/2023 13:16,6/1/2023 13:18,2,142,340,1,6/1/2023 13:17,1,0,0
"4,247,972",5,95,"246,340","425,843",909,14,6/1/2023 13:17,6/1/2023 13:17,6/1/2023 13:19,2,94,280,1,6/1/2023 13:18,1,0,0
"4,247,972",5,95,"246,340","425,843",909,14,6/1/2023 13:17,6/1/2023 13:17,6/1/2023 13:19,2,94,280,1,6/1/2023 13:18,1,0,0
"4,247,975",5,27,"246,340","425,843",900,11,6/1/2023 13:18,6/1/2023 13:18,6/1/2023 13:19,1,142,340,1,6/1/2023 13:19,0,0,0
"4,247,975",5,27,"246,340","425,843",900,11,6/1/2023 13:18,6/1/2023 13:18,6/1/2023 13:19,1,142,340,1,6/1/2023 13:19,0,0,0
"4,247,977",5,27,"246,340","425,843",902,15,6/1/2023 13:20,6/1/2023 13:20,6/1/2023 13:21,1,281,400,1,6/1/2023 13:20,0,0,0
"4,247,977",5,27,"246,340","425,843",902,15,6/1/2023 13:20,6/1/2023 13:20,6/1/2023 13:21,1,281,400,1,6/1/2023 13:20,0,0,0
"4,247,979",5,27,"246,340","425,843",901,10,6/1/2023 13:21,6/1/2023 13:21,6/1/2023 13:22,1,31,240,1,6/1/2023 13:21,1,0,0
"4,247,979",5,27,"246,340","425,843",901,10,6/1/2023 13:21,6/1/2023 13:21,6/1/2023 13:22,1,31,240,1,6/1/2023 13:21,1,0,0
"4,247,982",5,95,"246,340","425,843",901,11,6/1/2023 13:22,6/1/2023 13:22,6/1/2023 13:25,3,57,300,1,6/1/2023 13:24,2,0,0
"4,247,982",5,95,"246,340","425,843",901,11,6/1/2023 13:22,6/1/2023 13:22,6/1/2023 13:25,3,57,300,1,6/1/2023 13:24,2,0,0
"4,247,984",5,27,"246,340","425,843",902,16,6/1/2023 13:23,6/1/2023 13:23,6/1/2023 13:25,2,48,260,1,6/1/2023 13:24,1,0,0
"4,247,984",5,27,"246,340","425,843",902,16,6/1/2023 13:23,6/1/2023 13:23,6/1/2023 13:25,2,48,260,1,6/1/2023 13:24,1,0,0
"4,247,984",5,27,"246,340","425,843",902,16,6/1/2023 13:23,6/1/2023 13:23,6/1/2023 13:25,2,48,260,1,6/1/2023 13:24,1,0,0
"4,247,984",5,27,"246,340","425,843",902,16,6/1/2023 13:23,6/1/2023 13:23,6/1/2023 13:25,2,48,260,1,6/1/2023 13:24,1,0,0
"4,247,985",5,95,"246,340","425,843",902,16,6/1/2023 13:24,6/1/2023 13:25,6/1/2023 13:27,2,127,340,1,6/1/2023 13:25,1,0,0
"4,247,985",5,95,"246,340","425,843",902,16,6/1/2023 13:24,6/1/2023 13:25,6/1/2023 13:27,2,127,340,1,6/1/2023 13:25,1,0,0
"4,247,988",5,27,"246,340","425,843",903,13,6/1/2023 13:26,6/1/2023 13:26,6/1/2023 13:28,2,128,400,1,6/1/2023 13:26,0,0,0
