CD_ORDER,CD_MISSION,NM_PRIORITY,TP_MISSION,DSC_MISSION,UDC,OID_STACKED_UDC,OID_FORKLIFT,FROM_X,FROM_Y,FROM_Z,AREA_FROM,TP_AREA_FROM,DSC_AREA_FROM,BEAM_FROM,AREA_TO,TP_AREA_TO,DSC_AREA_TO,BEAM_TO,TO_X,TO_Y,TO_Z,DT_INSERT,DT_START,DT_UPDATE,DIFF,OID_ORDER_R_BEAM,OID_ORDER,OID_ORDER_R,OID_ARTICLE,OID_BATCH,QTY_TO_PICK,NM_ENTIRE,NM_TOTAL,CD_ARTICLE,DSC_ARTICLE,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO,DISTANCE
2562123576,3913444,6,60,POSIZIONAMENTO INTERI,1,3804945,40,94,311,0,M0-D88-04,STOCK,PIAZZALE NUOVO,1,M3-BO-13,S_CO,BOX PRONTI CONTAINER,5,194,375,0,9/11/2022 3:18:33 PM,9/11/2022 3:19:16 PM,9/11/2022 3:22:29 PM,3,1385285,1309348,40288385,585730,461367,0,6,6,749115,BUILDTECH GG WHITE NAT 30X60 RET,5119,,1,9/11/2022 3:20:40 PM,1,149
2562123895,3913445,6,60,POSIZIONAMENTO INTERI,1,3804949,64,186,326,0,M0-C68-03,STOCK,PIAZZALE NUOVO,21,M3-BO-480,S_CA,BOX PRONTI CAMION,17,402,430,0,9/11/2022 3:18:39 PM,9/11/2022 3:20:15 PM,9/11/2022 3:24:07 PM,4,1385767,1309696,40288943,187662,461818,0,7,7,742037,LA ROCHE MUD 80X80 RETT,2022,,1,9/11/2022 3:22:09 PM,2,260
2562121510,3913406,5,15,CARICO DA MAG AUTO,1,3804944,34,246,426,0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-120,S_CA,BOX PRONTI CAMION,3,267,449,0,9/11/2022 3:09:58 PM,9/11/2022 3:20:25 PM,9/11/2022 3:21:07 PM,1,1385854,1307060,0,0,0,0,1,1,766604,B&W_MARBLE PEBBLE HIGH-GLOSSY 60X60 RET,968,760,1,9/11/2022 3:20:39 PM,0,56
2562122992,3913422,5,15,CARICO DA MAG AUTO,1,3804947,34,246,426,0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,M3-BO-120,S_CA,BOX PRONTI CAMION,18,265,428,0,9/11/2022 3:13:43 PM,9/11/2022 3:21:09 PM,9/11/2022 3:22:28 PM,1,1385855,1308671,0,0,0,0,1,1,765233,BUILDTECH 2.0 CE BONE NAT 60X120 RET,950,760,1,9/11/2022 3:21:28 PM,0,22
2562123574,3913451,6,60,POSIZIONAMENTO INTERI,1,3804950,58,100,337,0,M0-D68-03,STOCK,PIAZZALE NUOVO,28,M3-BO-13,S_CO,BOX PRONTI CONTAINER,9,194,369,0,9/11/2022 3:20:16 PM,9/11/2022 3:21:25 PM,9/11/2022 3:25:45 PM,4,1385291,1309346,40288382,585738,461247,0,18,18,749119,BUILDTECH GG MUD NAT 30X60 RET,5119,,1,9/11/2022 3:22:26 PM,1,101
2562121509,3913447,6,60,POSIZIONAMENTO INTERI,1,3804957,83,190,286,0,M0-C70-03,STOCK,PIAZZALE NUOVO,1,M3-BO-480,S_CA,BOX PRONTI CAMION,13,402,424,0,9/11/2022 3:19:35 PM,9/11/2022 3:22:29 PM,9/11/2022 3:28:27 PM,6,1385275,1307059,40284775,1741075,227884,0,25,25,766604,B&W_MARBLE PEBBLE HIGH-GLOSSY 60X60 RET,2903,,1,9/11/2022 3:25:13 PM,3,290
2562109561,3913430,5,15,CARICO DA MAG AUTO,1,3804952,34,246,426,0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,0,STOCK,0,-,1,230,1,9/11/2022 3:16:18 PM,9/11/2022 3:22:30 PM,9/11/2022 3:24:14 PM,2,1385856,1293796,0,0,0,0,1,1,738823,INDUSTRIAL SAGE SOFT 60x120 RET,875,760,1,9/11/2022 3:23:16 PM,1,367
2562123454,3911714,6,60,POSIZIONAMENTO INTERI,1,3804972,40,327,349,0,M0-B08-04,STOCK,PIAZZALE NUOVO,2,M3-BO-251,S_CA,BOX PRONTI CAMION,17,348,442,0,9/11/2022 5:17:58 AM,9/11/2022 3:22:31 PM,9/11/2022 3:31:09 PM,9,1385293,1309209,40288176,1837804,422034,0,2,2,768340,SENSI GREY SAND 40X80 RETT,3387,,1,9/11/2022 3:28:02 PM,6,0
2562123835,3913437,6,60,POSIZIONAMENTO INTERI,1,3804961,12,183,426,0,M3-57A-01,STOCK,PIAZZALE LATO NORD,42,M3-BO-11,S_CO,BOX PRONTI CONTAINER,7,210,371,0,9/11/2022 3:17:16 PM,9/11/2022 3:22:47 PM,9/11/2022 3:29:28 PM,7,1385756,1309634,40288844,186227,446314,0,4,4,738649,ARDOISE NOIR 80X80 RET,2181,,1,9/11/2022 3:25:54 PM,3,56
2562122948,3913317,6,94,POSIZIONAMENTO DA PREBOX A BDP,1,3804968,65,197,225,0,PRE-BOX-AA,PRE_BOX,AREA PRE-BOX PLANT2,11,M3-BO-220,S_GL,BOX PRONTI GRANDI LASTRE,15,288,412,0,9/11/2022 2:46:24 PM,9/11/2022 3:23:13 PM,9/11/2022 3:29:09 PM,6,1385829,1308628,0,0,0,0,1,1,,,,,,9/11/2022 3:27:10 PM,4,216
