CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3912387,3912391,1,230,242,416,1,274
3912391,3912387,1,230,242,416,1,274
3912387,3912309,1,230,214,225,1,212
3912309,3912387,144,391,242,416,1,212
3912387,3912394,1,230,242,416,1,274
3912394,3912387,401,419,242,416,1,274
3912387,3912401,1,230,242,416,1,274
3912401,3912387,401,419,242,416,1,274
3912387,3912310,1,230,204,225,1,202
3912310,3912387,144,391,242,416,1,202
3912387,3912405,1,230,242,416,1,274
3912405,3912387,1,230,242,416,1,274
3912387,3912397,1,230,91,328,1,101
3912397,3912387,401,419,242,416,1,101
3912387,3912409,1,230,242,416,1,274
3912409,3912387,401,419,242,416,1,274
3912387,3912426,1,230,303,476,1,373
3912426,3912387,348,444,242,416,1,373
3912387,0,1,230,0,0,1,229
0,3912387,0,0,242,416,1,229
3912391,3912387,1,230,242,416,1,274
3912387,3912391,1,230,242,416,1,274
3912391,3912309,1,230,214,225,1,212
3912309,3912391,144,391,242,416,1,212
3912391,3912394,1,230,242,416,1,274
3912394,3912391,401,419,242,416,1,274
3912391,3912401,1,230,242,416,1,274
3912401,3912391,401,419,242,416,1,274
3912391,3912310,1,230,204,225,1,202
3912310,3912391,144,391,242,416,1,202
3912391,3912405,1,230,242,416,1,274
3912405,3912391,1,230,242,416,1,274
3912391,3912397,1,230,91,328,1,101
3912397,3912391,401,419,242,416,1,101
3912391,3912409,1,230,242,416,1,274
3912409,3912391,401,419,242,416,1,274
3912391,3912426,1,230,303,476,1,373
3912426,3912391,348,444,242,416,1,373
3912391,0,1,230,0,0,1,229
0,3912391,0,0,242,416,1,229
3912309,3912387,144,391,242,416,1,99
3912387,3912309,1,230,214,225,1,99
3912309,3912391,144,391,242,416,1,99
3912391,3912309,1,230,214,225,1,99
3912309,3912394,144,391,242,416,1,99
3912394,3912309,401,419,214,225,1,99
3912309,3912401,144,391,242,416,1,99
3912401,3912309,401,419,214,225,1,99
3912309,3912310,144,391,204,225,1,182
3912310,3912309,144,391,214,225,1,182
3912309,3912405,144,391,242,416,1,99
