CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3912431,3912469,401,419,91,328,1,374
3912469,3912431,401,419,91,328,1,374
3912431,3913020,401,419,134,257,1,385
3913020,3912431,401,416,91,328,1,385
3912431,3912363,401,419,91,328,1,374
3912363,3912431,402,426,91,328,1,374
3912431,3912382,401,419,91,328,1,374
3912382,3912431,401,419,91,328,1,374
3912431,0,401,419,0,0,1,602
0,3912431,0,0,91,328,1,602
3912469,3912431,401,419,91,328,1,374
3912431,3912469,401,419,91,328,1,374
3912469,3913020,401,419,134,257,1,385
3913020,3912469,401,416,91,328,1,385
3912469,3912363,401,419,91,328,1,374
3912363,3912469,402,426,91,328,1,374
3912469,3912382,401,419,91,328,1,374
3912382,3912469,401,419,91,328,1,374
3912469,0,401,419,0,0,1,602
0,3912469,0,0,91,328,1,602
3913020,3912431,401,416,91,328,1,371
3912431,3913020,401,419,134,257,1,371
3913020,3912469,401,416,91,328,1,371
3912469,3913020,401,419,134,257,1,371
3913020,3912363,401,416,91,328,1,371
3912363,3913020,402,426,134,257,1,371
3913020,3912382,401,416,91,328,1,371
3912382,3913020,401,419,134,257,1,371
3913020,0,401,416,0,0,1,599
0,3913020,0,0,134,257,1,599
3912363,3912431,402,426,91,328,1,381
3912431,3912363,401,419,91,328,1,381
3912363,3912469,402,426,91,328,1,381
3912469,3912363,401,419,91,328,1,381
3912363,3913020,402,426,134,257,1,392
3913020,3912363,401,416,91,328,1,392
3912363,3912382,402,426,91,328,1,381
3912382,3912363,401,419,91,328,1,381
3912363,0,402,426,0,0,1,609
0,3912363,0,0,91,328,1,609
3912382,3912431,401,419,91,328,1,374
3912431,3912382,401,419,91,328,1,374
3912382,3912469,401,419,91,328,1,374
3912469,3912382,401,419,91,328,1,374
3912382,3913020,401,419,134,257,1,385
3913020,3912382,401,416,91,328,1,385
3912382,3912363,401,419,91,328,1,374
3912363,3912382,402,426,91,328,1,374
3912382,0,401,419,0,0,1,602
0,3912382,0,0,91,328,1,602
0,3912431,0,0,91,328,1,328
3912431,0,401,419,0,0,1,328
0,3912469,0,0,91,328,1,328
3912469,0,401,419,0,0,1,328
0,3913020,0,0,134,257,1,263
3913020,0,401,416,0,0,1,263
0,3912363,0,0,91,328,1,328
3912363,0,402,426,0,0,1,328
0,3912382,0,0,91,328,1,328
3912382,0,401,419,0,0,1,328
