CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3913325,3913177,402,430,92,492,1,352
3913177,3913325,402,430,246,426,1,352
3913325,3913321,402,430,196,217,1,356
3913321,3913325,373,411,246,426,1,356
3913325,3913305,402,430,276,822,1,445
3913305,3913325,236,747,246,426,1,445
3913325,3913326,402,430,100,337,1,359
3913326,3913325,194,369,246,426,1,359
3913325,3913341,402,430,100,312,1,425
3913341,3913325,194,375,246,426,1,425
3913325,3913327,402,430,246,426,1,286
3913327,3913325,1,230,246,426,1,286
3913325,3913342,402,430,190,286,1,322
3913342,3913325,402,424,246,426,1,322
3913325,3913328,402,430,246,426,1,286
3913328,3913325,402,422,246,426,1,286
3913325,3913343,402,430,299,477,1,144
3913343,3913325,210,371,246,426,1,144
3913325,0,402,430,0,0,1,613
0,3913325,0,0,246,426,1,613
3913177,3913325,402,430,246,426,1,286
3913325,3913177,402,430,92,492,1,286
3913177,3913321,402,430,196,217,1,356
3913321,3913177,373,411,92,492,1,356
3913177,3913305,402,430,276,822,1,445
3913305,3913177,236,747,92,492,1,445
3913177,3913326,402,430,100,337,1,359
3913326,3913177,194,369,92,492,1,359
3913177,3913341,402,430,100,312,1,425
3913341,3913177,194,375,92,492,1,425
3913177,3913327,402,430,246,426,1,286
3913327,3913177,1,230,92,492,1,286
3913177,3913342,402,430,190,286,1,322
3913342,3913177,402,424,92,492,1,322
3913177,3913328,402,430,246,426,1,286
3913328,3913177,402,422,92,492,1,286
3913177,3913343,402,430,299,477,1,144
3913343,3913177,210,371,92,492,1,144
3913177,0,402,430,0,0,1,613
0,3913177,0,0,92,492,1,613
3913321,3913325,373,411,246,426,1,150
3913325,3913321,402,430,196,217,1,150
3913321,3913177,373,411,92,492,1,322
3913177,3913321,402,430,196,217,1,322
3913321,3913305,373,411,276,822,1,435
3913305,3913321,236,747,196,217,1,435
3913321,3913326,373,411,100,337,1,309
